experiment_id,generation,individual_id,individual,TrainLoss,TestLoss,Precision,Recall,F1,Accuracy,fitness,champion
3,5,0,"[3, 7, 8, 8, 3, 6, 8, 8]",0.30077045687680914,0.23188258727897398,0.9034529675663749,0.9387142993600153,0.9207461609811398,0.8892163025826392,0.9207461609811398,True
3,5,1,"[3, 6, 8, 8, 3, 13, 8, 8]",0.309200219440676,0.24624042853457775,0.894513407490999,0.9540166204986149,0.9233073253707059,0.8913510398658914,0.9233073253707059,True
3,5,2,"[3, 6, 8, 8, 3, 13, 8, 8]",0.3053344678696417,0.21771436189562574,0.8972928216574267,0.9523354666157227,0.9239951436965367,0.8925952119021426,0.9239951436965367,True
3,5,3,"[3, 6, 8, 8, 3, 5, 8, 8]",0.3002325189071194,0.23653305933114413,0.8766453877522928,0.9733116821090839,0.9224529702522134,0.8878149719733878,0.9224529702522134,True
3,5,2,"[3, 6, 8, 8, 3, 13, 8, 8]",0.3053344678696417,0.21771436189562574,0.8972928216574267,0.9523354666157227,0.9239951436965367,0.8925952119021426,0.9239951436965367,True
3,6,1,"[3, 7, 8, 8, 3, 15, 8, 8]",0.3394251179695129,0.27875971293449403,0.8839779005524862,0.9397944199706314,0.9110320284697508,0.875,0.9110320284697508,False
3,7,10,"[3, 7, 8, 8, 3, 9, 8, 8]",0.33580894327163696,0.27017658615112305,0.8866120218579235,0.9460641399416909,0.9153737658674189,0.88,0.9153737658674189,False
3,8,1,"[3, 5, 8, 8, 3, 10, 8, 8]",0.357693482875824,0.30292377614974975,0.8666666666666667,0.9676966292134831,0.9143994691439947,0.871,0.9143994691439947,False
3,9,8,"[3, 5, 8, 8, 3, 1, 8, 8]",0.34867919421195986,0.2861113111972809,0.8713910761154856,0.9540229885057471,0.9108367626886146,0.87,0.9108367626886146,False
3,10,0,"[3, 7, 8, 8, 3, 9, 8, 8]",0.3031933556972224,0.2620981006360902,0.89343673990191,0.8561085108415322,0.874374408553896,0.8313557546230813,0.874374408553896,True
3,10,1,"[3, 7, 8, 8, 3, 9, 8, 8]",0.3023913815948718,0.2437665705405696,0.8919982836141117,0.9134014710096475,0.902573008891322,0.8648174341243648,0.902573008891322,True
3,10,2,"[3, 5, 8, 8, 3, 10, 8, 8]",0.2991968895923197,0.2442606282164561,0.8676359775311686,0.9678670360110804,0.9150148550168417,0.8767483891246267,0.9150148550168417,True
3,10,3,"[3, 7, 8, 8, 3, 15, 8, 8]",0.31144859963329025,0.2434382843923791,0.8893127739233813,0.9574744483713822,0.9221357472723593,0.8891508198438891,0.9221357472723593,True
3,10,3,"[3, 7, 8, 8, 3, 15, 8, 8]",0.31144859963329025,0.2434382843923791,0.8893127739233813,0.9574744483713822,0.9221357472723593,0.8891508198438891,0.9221357472723593,True
3,11,11,"[3, 7, 8, 8, 3, 10, 8, 8]",0.34390037631988524,0.2985025219917297,0.8653333333333333,0.9530102790014684,0.907058001397624,0.867,0.907058001397624,False
3,12,4,"[3, 6, 8, 8, 3, 8, 8, 8]",0.34994503688812256,0.29215914499759676,0.8738621586475943,0.9411764705882353,0.9062710721510452,0.861,0.9062710721510452,False
3,13,2,"[3, 6, 8, 8, 3, 8, 8, 8]",0.32946834588050844,0.2699187364578247,0.8846153846153846,0.942090395480226,0.9124487004103967,0.872,0.9124487004103967,False
3,14,11,"[3, 10, 8, 8, 3, 1, 8, 8]",0.35579772233963014,0.2845604932308197,0.8856345885634589,0.9393491124260355,0.9117013639626705,0.877,0.9117013639626705,False
3,15,0,"[3, 10, 8, 8, 3, 1, 8, 8]",0.3076137693728441,0.28079071275015977,0.854117293634634,0.9776865030088834,0.9117340530718046,0.8702263083451203,0.9117340530718046,True
3,15,1,"[3, 6, 8, 8, 3, 8, 8, 8]",0.30505868559804583,0.23755209658452406,0.9127883641367711,0.9123698538542363,0.9125790610131275,0.8801665880873801,0.9125790610131275,True
3,15,2,"[3, 10, 8, 8, 3, 1, 8, 8]",0.30494635612099513,0.23263471144291972,0.9099743206044819,0.9409876779061993,0.9252211807577436,0.8957252868143957,0.9252211807577436,True
3,15,3,"[3, 6, 8, 8, 3, 1, 8, 8]",0.30544135604596734,0.22812370335823445,0.8899512195121951,0.9584678574840004,0.9229396615158204,0.8902771229503903,0.9229396615158204,True
3,15,2,"[3, 10, 8, 8, 3, 1, 8, 8]",0.30494635612099513,0.23263471144291972,0.9099743206044819,0.9409876779061993,0.9252211807577436,0.8957252868143957,0.9252211807577436,True
4,0,18,"[3, 20, 8, 8, 3, 1148, 8, 8]",0.5697940821647645,0.5311375106175741,0.5168248490077653,0.9868204283360791,0.6783691959229898,0.8106666666666666,0.6783691959229898,False
4,1,0,"[3, 58, 8, 8, 3, 229, 8, 8]",0.6272629614671071,0.5114335571924845,0.5009615384615385,0.9648148148148148,0.6594936708860759,0.8206666666666667,0.6594936708860759,False
4,2,2,"[3, 20, 8, 8, 3, 1089, 8, 8]",0.6195088305473327,0.5323805012702942,0.5277525022747953,0.9555189456342669,0.6799531066822978,0.818,0.6799531066822978,False
4,3,7,"[3, 58, 8, 8, 3, 196, 8, 8]",0.666302858988444,0.5463760293324789,0.549203373945642,0.9528455284552846,0.6967895362663495,0.83,0.6967895362663495,False
4,4,11,"[3, 58, 8, 8, 3, 196, 8, 8]",0.5612464761734008,0.5210038913091024,0.5304428044280443,0.9535655058043118,0.6816834617664493,0.821,0.6816834617664493,False
4,5,0,"[3, 58, 8, 8, 3, 196, 8, 8]",0.30675337832530036,0.24324626259068993,0.717079733015988,0.9294480584803165,0.809568315906303,0.9146105086699146,0.809568315906303,True
4,5,1,"[3, 58, 8, 8, 3, 196, 8, 8]",0.3043787931780182,0.25317992036354736,0.7458744046959797,0.9032928710348065,0.8170705814553065,0.921014720519671,0.8170705814553065,True
4,5,2,"[3, 58, 8, 8, 3, 196, 8, 8]",0.30319494642954853,0.24074722135207186,0.6848713119899561,0.951176983435048,0.7963503649635036,0.904997642621405,0.7963503649635036,True
4,5,3,"[3, 55, 8, 8, 3, 617, 8, 8]",0.3049554890218093,0.2756429163442354,0.6544383451599947,0.983435047951177,0.7858942065491183,0.8953585834773954,0.7858942065491183,True
4,5,1,"[3, 58, 8, 8, 3, 196, 8, 8]",0.3043787931780182,0.25317992036354736,0.7458744046959797,0.9032928710348065,0.8170705814553065,0.921014720519671,0.8170705814553065,True
4,6,14,"[3, 67, 8, 8, 3, 196, 8, 8]",0.6557458508809407,0.5181990118026734,0.5654885654885655,0.9379310344827586,0.7055771725032426,0.8486666666666667,0.7055771725032426,False
4,7,10,"[3, 56, 8, 8, 3, 690, 8, 8]",0.6107926626205444,0.5141402899424236,0.5331541218637993,0.9738134206219312,0.6890561667631732,0.821,0.6890561667631732,False
4,8,7,"[3, 58, 8, 8, 3, 196, 8, 8]",0.6062185107866923,0.5264084722201029,0.561352657004831,0.938610662358643,0.7025392986698912,0.836,0.7025392986698912,False
4,9,0,"[3, 58, 8, 8, 3, 196, 8, 8]",0.6339086457093557,0.5199898773829142,0.5849639546858908,0.9161290322580645,0.7140163419233186,0.8483333333333334,0.7140163419233186,False
4,10,0,"[3, 58, 8, 8, 3, 196, 8, 8]",0.30550073202325856,0.248581082144786,0.7259400892288081,0.916638723090336,0.8102196271377338,0.9161428047566661,0.8102196271377338,True
4,10,1,"[3, 56, 8, 8, 3, 690, 8, 8]",0.30125218108744173,0.23776526731062825,0.6953745674318857,0.9568104084233117,0.805408151744383,0.9097123998114097,0.805408151744383,True
4,10,2,"[3, 58, 8, 8, 3, 196, 8, 8]",0.30497862031262973,0.23803017793816628,0.7446150507297488,0.9203943397491785,0.823225961250075,0.9228089475614228,0.823225961250075,True
4,10,3,"[3, 58, 8, 8, 3, 196, 8, 8]",0.3063636276760012,0.2528578025976358,0.676984499765148,0.9666018375695795,0.796276345957294,0.9034129603436534,0.796276345957294,True
4,10,2,"[3, 58, 8, 8, 3, 196, 8, 8]",0.30497862031262973,0.23803017793816628,0.7446150507297488,0.9203943397491785,0.823225961250075,0.9228089475614228,0.823225961250075,True
4,11,14,"[3, 58, 8, 8, 3, 200, 8, 8]",0.6014553345044454,0.49650589752197266,0.5792811839323467,0.9102990033222591,0.7080103359173127,0.8493333333333334,0.7080103359173127,False
4,12,6,"[3, 54, 8, 8, 3, 466, 8, 8]",0.6184245867729187,0.5680303872426351,0.5596421471172962,0.9275123558484349,0.6980781153130812,0.8376666666666667,0.6980781153130812,False
4,13,8,"[3, 54, 8, 8, 3, 466, 8, 8]",0.5850749786694844,0.49224664409955343,0.5752032520325203,0.9512605042016806,0.7169094363521216,0.851,0.7169094363521216,False
4,14,18,"[3, 54, 8, 8, 3, 18, 8, 8]",0.5722195916175842,0.5130661069552104,0.5332708528584817,0.964406779661017,0.6867833433916717,0.827,0.6867833433916717,False
4,15,0,"[3, 53, 8, 8, 3, 40, 8, 8]",0.3080407371732549,0.25327253220913654,0.6691785282351846,0.9647910938233519,0.7902441703974292,0.89998166483315,0.7902441703974292,True
4,15,1,"[3, 54, 8, 8, 3, 18, 8, 8]",0.30979104478642877,0.24071956214885457,0.6688994325053493,0.9643887063241902,0.7899145815595046,0.8998245062601499,0.7899145815595046,True
4,15,2,"[3, 53, 8, 8, 3, 10, 8, 8]",0.30791224064751416,0.24659951707103603,0.6844627623885747,0.9578163771712159,0.7983900271123906,0.9055346010791555,0.7983900271123906,True
4,15,3,"[3, 58, 8, 8, 3, 695, 8, 8]",0.30406273738559975,0.24100019619008559,0.6931563018646881,0.9523170813493395,0.8023278808938611,0.9083634553931583,0.8023278808938611,True
4,15,3,"[3, 58, 8, 8, 3, 695, 8, 8]",0.30406273738559975,0.24100019619008559,0.6931563018646881,0.9523170813493395,0.8023278808938611,0.9083634553931583,0.8023278808938611,True
