experiment_id,generation,individual_id,age,layer,model_performance
7,7,42,1,1,"{'epoch': 0, 'train_loss': 0.68, 'test_loss': 0.57, 'precision': 0.7, 'recall': 0.69, 'accuracy': 0.77, 'learning_rate': 0.0, 'branches': [292, 7], 'best_f1': 0.69, 'best_auc': 0.84, 'time': 0.35}"
7,7,11,2,1,"{'epoch': 0, 'train_loss': 0.68, 'test_loss': 0.61, 'precision': 0.92, 'recall': 0.6, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [264, 6], 'best_f1': 0.72, 'best_auc': 0.88, 'time': 0.45}"
7,7,30,1,1,"{'epoch': 0, 'train_loss': 0.62, 'test_loss': 0.75, 'precision': 0.72, 'recall': 0.88, 'accuracy': 0.8, 'learning_rate': 0.0, 'branches': [357, 136, 7], 'best_f1': 0.8, 'best_auc': 0.88, 'time': 0.56}"
7,7,14,3,1,"{'epoch': 0, 'train_loss': 0.67, 'test_loss': 0.6, 'precision': 0.83, 'recall': 0.67, 'accuracy': 0.81, 'learning_rate': 0.0, 'branches': [293, 485, 6], 'best_f1': 0.74, 'best_auc': 0.84, 'time': 1.25}"
7,7,11,1,1,"{'epoch': 0, 'train_loss': 0.74, 'test_loss': 0.66, 'precision': 0.59, 'recall': 0.83, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [305, 7], 'best_f1': 0.69, 'best_auc': 0.82, 'time': 0.45}"
7,7,31,1,1,"{'epoch': 0, 'train_loss': 0.72, 'test_loss': 0.64, 'precision': 0.63, 'recall': 0.82, 'accuracy': 0.73, 'learning_rate': 0.0, 'branches': [345, 3], 'best_f1': 0.71, 'best_auc': 0.82, 'time': 0.38}"
7,7,32,1,1,"{'epoch': 0, 'train_loss': 0.67, 'test_loss': 0.91, 'precision': 0.92, 'recall': 0.08, 'accuracy': 0.63, 'learning_rate': 0.0, 'branches': [305, 8], 'best_f1': 0.15, 'best_auc': 0.84, 'time': 0.89}"
7,7,25,2,1,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.62, 'precision': 0.57, 'recall': 0.89, 'accuracy': 0.68, 'learning_rate': 0.0, 'branches': [421, 7], 'best_f1': 0.7, 'best_auc': 0.84, 'time': 0.42}"
7,7,33,2,1,"{'epoch': 0, 'train_loss': 0.68, 'test_loss': 0.59, 'precision': 0.62, 'recall': 0.91, 'accuracy': 0.71, 'learning_rate': 0.0, 'branches': [421, 204, 6], 'best_f1': 0.74, 'best_auc': 0.86, 'time': 0.68}"
7,7,34,1,1,"{'epoch': 0, 'train_loss': 0.59, 'test_loss': 1.22, 'precision': 0.8, 'recall': 0.8, 'accuracy': 0.84, 'learning_rate': 0.0, 'branches': [86, 425, 5], 'best_f1': 0.8, 'best_auc': 0.86, 'time': 1.05}"
7,7,35,1,1,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.64, 'precision': 0.79, 'recall': 0.53, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [354, 7], 'best_f1': 0.64, 'best_auc': 0.82, 'time': 0.39}"
7,7,43,1,1,"{'epoch': 0, 'train_loss': 0.67, 'test_loss': 0.56, 'precision': 0.81, 'recall': 0.63, 'accuracy': 0.79, 'learning_rate': 0.0, 'branches': [305, 7], 'best_f1': 0.7, 'best_auc': 0.85, 'time': 0.88}"
7,7,41,2,1,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.71, 'precision': 0.54, 'recall': 0.88, 'accuracy': 0.65, 'learning_rate': 0.0, 'branches': [264, 6], 'best_f1': 0.67, 'best_auc': 0.75, 'time': 0.34}"
7,7,36,1,1,"{'epoch': 0, 'train_loss': 0.68, 'test_loss': 0.57, 'precision': 0.72, 'recall': 0.68, 'accuracy': 0.77, 'learning_rate': 0.0, 'branches': [357, 8], 'best_f1': 0.7, 'best_auc': 0.85, 'time': 0.39}"
7,7,37,1,1,"{'epoch': 0, 'train_loss': 0.63, 'test_loss': 0.57, 'precision': 0.7, 'recall': 0.8, 'accuracy': 0.78, 'learning_rate': 0.0, 'branches': [425, 371, 4], 'best_f1': 0.74, 'best_auc': 0.85, 'time': 1.15}"
7,7,38,1,1,"{'epoch': 0, 'train_loss': 0.61, 'test_loss': 0.72, 'precision': 0.96, 'recall': 0.58, 'accuracy': 0.81, 'learning_rate': 0.0, 'branches': [357, 294, 7], 'best_f1': 0.72, 'best_auc': 0.86, 'time': 0.74}"
7,7,39,2,1,"{'epoch': 0, 'train_loss': 0.66, 'test_loss': 0.8, 'precision': 0.98, 'recall': 0.19, 'accuracy': 0.66, 'learning_rate': 0.0, 'branches': [264, 6], 'best_f1': 0.32, 'best_auc': 0.85, 'time': 0.57}"
7,8,13,1,1,"{'epoch': 0, 'train_loss': 0.75, 'test_loss': 0.74, 'precision': 0.58, 'recall': 0.61, 'accuracy': 0.64, 'learning_rate': 0.0, 'branches': [357, 7], 'best_f1': 0.59, 'best_auc': 0.68, 'time': 0.2}"
7,8,35,1,1,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.64, 'precision': 0.79, 'recall': 0.53, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [354, 7], 'best_f1': 0.64, 'best_auc': 0.82, 'time': 0.39}"
7,8,11,1,1,"{'epoch': 0, 'train_loss': 0.74, 'test_loss': 0.66, 'precision': 0.59, 'recall': 0.83, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [305, 7], 'best_f1': 0.69, 'best_auc': 0.82, 'time': 0.45}"
7,8,11,4,1,"{'epoch': 0, 'train_loss': 0.7, 'test_loss': 0.58, 'precision': 0.72, 'recall': 0.72, 'accuracy': 0.77, 'learning_rate': 0.0, 'branches': [357, 8], 'best_f1': 0.72, 'best_auc': 0.85, 'time': 0.39}"
7,8,11,2,1,"{'epoch': 0, 'train_loss': 0.68, 'test_loss': 0.61, 'precision': 0.92, 'recall': 0.6, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [264, 6], 'best_f1': 0.72, 'best_auc': 0.88, 'time': 0.45}"
7,8,32,1,1,"{'epoch': 0, 'train_loss': 0.67, 'test_loss': 0.91, 'precision': 0.92, 'recall': 0.08, 'accuracy': 0.63, 'learning_rate': 0.0, 'branches': [305, 8], 'best_f1': 0.15, 'best_auc': 0.84, 'time': 0.89}"
7,8,41,2,1,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.71, 'precision': 0.54, 'recall': 0.88, 'accuracy': 0.65, 'learning_rate': 0.0, 'branches': [264, 6], 'best_f1': 0.67, 'best_auc': 0.75, 'time': 0.34}"
7,8,40,1,1,"{'epoch': 0, 'train_loss': 0.72, 'test_loss': 0.62, 'precision': 0.63, 'recall': 0.79, 'accuracy': 0.72, 'learning_rate': 0.0, 'branches': [354, 7], 'best_f1': 0.7, 'best_auc': 0.82, 'time': 0.99}"
7,8,41,2,1,"{'epoch': 0, 'train_loss': 0.67, 'test_loss': 0.54, 'precision': 0.78, 'recall': 0.75, 'accuracy': 0.81, 'learning_rate': 0.0, 'branches': [264, 6], 'best_f1': 0.76, 'best_auc': 0.86, 'time': 0.74}"
7,8,42,1,1,"{'epoch': 0, 'train_loss': 0.63, 'test_loss': 0.56, 'precision': 0.85, 'recall': 0.73, 'accuracy': 0.84, 'learning_rate': 0.0, 'branches': [305, 280, 8], 'best_f1': 0.78, 'best_auc': 0.88, 'time': 1.97}"
7,8,43,1,1,"{'epoch': 0, 'train_loss': 0.67, 'test_loss': 0.86, 'precision': 0.51, 'recall': 0.95, 'accuracy': 0.62, 'learning_rate': 0.0, 'branches': [305, 7], 'best_f1': 0.67, 'best_auc': 0.82, 'time': 0.91}"
7,8,44,2,1,"{'epoch': 0, 'train_loss': 0.63, 'test_loss': 0.55, 'precision': 0.72, 'recall': 0.91, 'accuracy': 0.81, 'learning_rate': 0.0, 'branches': [186, 264, 5], 'best_f1': 0.8, 'best_auc': 0.9, 'time': 0.86}"
7,8,45,1,1,"{'epoch': 0, 'train_loss': 0.63, 'test_loss': 0.63, 'precision': 0.76, 'recall': 0.81, 'accuracy': 0.81, 'learning_rate': 0.0, 'branches': [354, 19, 7], 'best_f1': 0.79, 'best_auc': 0.85, 'time': 0.41}"
7,8,29,1,1,"{'epoch': 0, 'train_loss': 0.72, 'test_loss': 0.63, 'precision': 0.59, 'recall': 0.87, 'accuracy': 0.68, 'learning_rate': 0.0, 'branches': [425, 4], 'best_f1': 0.7, 'best_auc': 0.81, 'time': 0.44}"
7,8,31,1,1,"{'epoch': 0, 'train_loss': 0.72, 'test_loss': 0.64, 'precision': 0.63, 'recall': 0.82, 'accuracy': 0.73, 'learning_rate': 0.0, 'branches': [345, 3], 'best_f1': 0.71, 'best_auc': 0.82, 'time': 0.38}"
7,8,46,4,1,"{'epoch': 0, 'train_loss': 0.66, 'test_loss': 0.56, 'precision': 0.84, 'recall': 0.7, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [357, 8], 'best_f1': 0.77, 'best_auc': 0.88, 'time': 1.04}"
7,8,47,1,1,"{'epoch': 0, 'train_loss': 0.68, 'test_loss': 0.69, 'precision': 0.55, 'recall': 0.86, 'accuracy': 0.64, 'learning_rate': 0.0, 'branches': [345, 394, 3], 'best_f1': 0.67, 'best_auc': 0.83, 'time': 0.86}"
7,8,48,1,1,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.63, 'precision': 0.55, 'recall': 0.96, 'accuracy': 0.66, 'learning_rate': 0.0, 'branches': [292, 7], 'best_f1': 0.7, 'best_auc': 0.84, 'time': 0.34}"
7,8,14,1,1,"{'epoch': 0, 'train_loss': 0.75, 'test_loss': 0.68, 'precision': 0.59, 'recall': 0.77, 'accuracy': 0.65, 'learning_rate': 0.0, 'branches': [305, 7], 'best_f1': 0.67, 'best_auc': 0.79, 'time': 0.18}"
7,8,20,0,0,"{'epoch': 0, 'train_loss': 0.7, 'test_loss': 0.67, 'precision': 0.56, 'recall': 0.78, 'accuracy': 0.67, 'learning_rate': 0.0, 'branches': [490, 19, 289], 'best_f1': 0.65, 'best_auc': 0.78, 'time': 1.23}"
7,8,21,0,0,"{'epoch': 0, 'train_loss': 0.67, 'test_loss': 0.7, 'precision': 0.84, 'recall': 0.53, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [94, 264, 410], 'best_f1': 0.65, 'best_auc': 0.84, 'time': 0.89}"
7,8,22,0,0,"{'epoch': 0, 'train_loss': 0.69, 'test_loss': 0.57, 'precision': 0.68, 'recall': 0.77, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [322, 50, 122], 'best_f1': 0.72, 'best_auc': 0.85, 'time': 0.93}"
7,8,23,0,0,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.61, 'precision': 0.6, 'recall': 0.86, 'accuracy': 0.68, 'learning_rate': 0.0, 'branches': [204, 318, 480], 'best_f1': 0.71, 'best_auc': 0.83, 'time': 1.1}"
7,8,24,0,0,"{'epoch': 0, 'train_loss': 0.69, 'test_loss': 0.65, 'precision': 0.64, 'recall': 0.55, 'accuracy': 0.71, 'learning_rate': 0.0, 'branches': [131, 200, 55], 'best_f1': 0.59, 'best_auc': 0.77, 'time': 0.59}"
7,8,25,0,0,"{'epoch': 0, 'train_loss': 0.67, 'test_loss': 0.61, 'precision': 0.66, 'recall': 0.8, 'accuracy': 0.73, 'learning_rate': 0.0, 'branches': [323, 498, 216], 'best_f1': 0.73, 'best_auc': 0.82, 'time': 1.0}"
7,8,26,0,0,"{'epoch': 0, 'train_loss': 0.69, 'test_loss': 0.63, 'precision': 0.73, 'recall': 0.68, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [237, 248, 259], 'best_f1': 0.7, 'best_auc': 0.81, 'time': 0.83}"
7,8,27,0,0,"{'epoch': 0, 'train_loss': 0.7, 'test_loss': 0.61, 'precision': 0.66, 'recall': 0.68, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [494, 369, 311], 'best_f1': 0.67, 'best_auc': 0.81, 'time': 0.98}"
7,8,28,0,0,"{'epoch': 0, 'train_loss': 0.69, 'test_loss': 0.83, 'precision': 0.63, 'recall': 0.47, 'accuracy': 0.64, 'learning_rate': 0.0, 'branches': [403, 447, 21], 'best_f1': 0.54, 'best_auc': 0.71, 'time': 1.01}"
7,8,29,0,0,"{'epoch': 0, 'train_loss': 0.66, 'test_loss': 1.01, 'precision': 0.73, 'recall': 0.78, 'accuracy': 0.78, 'learning_rate': 0.0, 'branches': [14, 499, 387], 'best_f1': 0.75, 'best_auc': 0.84, 'time': 1.57}"
7,8,30,0,0,"{'epoch': 0, 'train_loss': 0.7, 'test_loss': 0.78, 'precision': 0.49, 'recall': 0.99, 'accuracy': 0.57, 'learning_rate': 0.0, 'branches': [341, 20, 379], 'best_f1': 0.66, 'best_auc': 0.79, 'time': 0.72}"
7,8,31,0,0,"{'epoch': 0, 'train_loss': 0.72, 'test_loss': 0.64, 'precision': 0.59, 'recall': 0.82, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [312, 350, 235], 'best_f1': 0.68, 'best_auc': 0.82, 'time': 0.55}"
7,8,32,0,0,"{'epoch': 0, 'train_loss': 0.7, 'test_loss': 0.63, 'precision': 0.78, 'recall': 0.46, 'accuracy': 0.73, 'learning_rate': 0.0, 'branches': [173, 491, 322], 'best_f1': 0.58, 'best_auc': 0.82, 'time': 1.0}"
7,8,33,0,0,"{'epoch': 0, 'train_loss': 0.73, 'test_loss': 0.69, 'precision': 0.53, 'recall': 0.96, 'accuracy': 0.63, 'learning_rate': 0.0, 'branches': [373, 231, 249], 'best_f1': 0.68, 'best_auc': 0.82, 'time': 0.97}"
7,8,34,0,0,"{'epoch': 0, 'train_loss': 0.7, 'test_loss': 0.61, 'precision': 0.54, 'recall': 0.92, 'accuracy': 0.68, 'learning_rate': 0.0, 'branches': [437, 207], 'best_f1': 0.68, 'best_auc': 0.84, 'time': 0.41}"
7,8,35,0,0,"{'epoch': 0, 'train_loss': 0.66, 'test_loss': 0.6, 'precision': 0.69, 'recall': 0.7, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [100, 432, 252], 'best_f1': 0.69, 'best_auc': 0.84, 'time': 1.12}"
7,8,36,0,0,"{'epoch': 0, 'train_loss': 0.67, 'test_loss': 0.77, 'precision': 0.54, 'recall': 0.8, 'accuracy': 0.65, 'learning_rate': 0.0, 'branches': [45, 196, 185], 'best_f1': 0.64, 'best_auc': 0.8, 'time': 0.53}"
7,8,37,0,0,"{'epoch': 0, 'train_loss': 0.7, 'test_loss': 0.66, 'precision': 0.57, 'recall': 0.89, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [156, 370, 398], 'best_f1': 0.69, 'best_auc': 0.86, 'time': 1.18}"
7,8,38,0,0,"{'epoch': 0, 'train_loss': 0.63, 'test_loss': 1.31, 'precision': 0.0, 'recall': 0.0, 'accuracy': 0.62, 'learning_rate': 0.0, 'branches': [52, 30, 147], 'best_f1': 0.0, 'best_auc': 0.87, 'time': 0.91}"
7,8,39,0,0,"{'epoch': 0, 'train_loss': 0.7, 'test_loss': 0.58, 'precision': 0.65, 'recall': 0.89, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [374, 109, 486], 'best_f1': 0.75, 'best_auc': 0.88, 'time': 0.87}"
7,9,6,1,0,"{'epoch': 0, 'train_loss': 0.73, 'test_loss': 0.67, 'precision': 0.64, 'recall': 0.74, 'accuracy': 0.73, 'learning_rate': 0.0, 'branches': [252, 330, 78], 'best_f1': 0.68, 'best_auc': 0.8, 'time': 0.4}"
7,9,31,0,0,"{'epoch': 0, 'train_loss': 0.72, 'test_loss': 0.64, 'precision': 0.59, 'recall': 0.82, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [312, 350, 235], 'best_f1': 0.68, 'best_auc': 0.82, 'time': 0.55}"
7,9,21,0,0,"{'epoch': 0, 'train_loss': 0.67, 'test_loss': 0.7, 'precision': 0.84, 'recall': 0.53, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [94, 264, 410], 'best_f1': 0.65, 'best_auc': 0.84, 'time': 0.89}"
7,9,33,1,0,"{'epoch': 0, 'train_loss': 0.73, 'test_loss': 0.69, 'precision': 0.53, 'recall': 0.96, 'accuracy': 0.63, 'learning_rate': 0.0, 'branches': [373, 231, 249], 'best_f1': 0.68, 'best_auc': 0.82, 'time': 0.97}"
7,9,20,1,0,"{'epoch': 0, 'train_loss': 0.67, 'test_loss': 0.72, 'precision': 0.73, 'recall': 0.45, 'accuracy': 0.71, 'learning_rate': 0.0, 'branches': [252, 330, 78], 'best_f1': 0.55, 'best_auc': 0.78, 'time': 0.62}"
7,9,27,0,0,"{'epoch': 0, 'train_loss': 0.7, 'test_loss': 0.61, 'precision': 0.66, 'recall': 0.68, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [494, 369, 311], 'best_f1': 0.67, 'best_auc': 0.81, 'time': 0.98}"
7,9,37,0,0,"{'epoch': 0, 'train_loss': 0.7, 'test_loss': 0.66, 'precision': 0.57, 'recall': 0.89, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [156, 370, 398], 'best_f1': 0.69, 'best_auc': 0.86, 'time': 1.18}"
7,9,21,1,0,"{'epoch': 0, 'train_loss': 0.72, 'test_loss': 0.68, 'precision': 0.66, 'recall': 0.66, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [252, 330, 78], 'best_f1': 0.66, 'best_auc': 0.77, 'time': 0.53}"
7,9,28,0,0,"{'epoch': 0, 'train_loss': 0.69, 'test_loss': 0.83, 'precision': 0.63, 'recall': 0.47, 'accuracy': 0.64, 'learning_rate': 0.0, 'branches': [403, 447, 21], 'best_f1': 0.54, 'best_auc': 0.71, 'time': 1.01}"
7,9,22,1,0,"{'epoch': 0, 'train_loss': 0.7, 'test_loss': 0.64, 'precision': 0.63, 'recall': 0.78, 'accuracy': 0.72, 'learning_rate': 0.0, 'branches': [373, 231, 249], 'best_f1': 0.7, 'best_auc': 0.79, 'time': 1.03}"
7,9,23,1,0,"{'epoch': 0, 'train_loss': 0.72, 'test_loss': 0.65, 'precision': 0.69, 'recall': 0.74, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [252, 330, 78], 'best_f1': 0.71, 'best_auc': 0.81, 'time': 0.4}"
7,9,9,1,0,"{'epoch': 0, 'train_loss': 0.72, 'test_loss': 0.66, 'precision': 0.63, 'recall': 0.71, 'accuracy': 0.7, 'learning_rate': 0.0, 'branches': [303, 243], 'best_f1': 0.67, 'best_auc': 0.78, 'time': 0.75}"
7,9,30,1,0,"{'epoch': 0, 'train_loss': 0.7, 'test_loss': 0.78, 'precision': 0.49, 'recall': 0.99, 'accuracy': 0.57, 'learning_rate': 0.0, 'branches': [341, 20, 379], 'best_f1': 0.66, 'best_auc': 0.79, 'time': 0.72}"
7,9,24,1,0,"{'epoch': 0, 'train_loss': 0.68, 'test_loss': 1.32, 'precision': 0.0, 'recall': 0.0, 'accuracy': 0.57, 'learning_rate': 0.0, 'branches': [373, 188, 249], 'best_f1': 0.0, 'best_auc': 0.7, 'time': 0.84}"
7,9,25,1,0,"{'epoch': 0, 'train_loss': 0.73, 'test_loss': 0.65, 'precision': 0.63, 'recall': 0.82, 'accuracy': 0.7, 'learning_rate': 0.0, 'branches': [393, 302], 'best_f1': 0.71, 'best_auc': 0.79, 'time': 0.38}"
7,9,13,1,1,"{'epoch': 0, 'train_loss': 0.75, 'test_loss': 0.74, 'precision': 0.58, 'recall': 0.61, 'accuracy': 0.64, 'learning_rate': 0.0, 'branches': [357, 7], 'best_f1': 0.59, 'best_auc': 0.68, 'time': 0.2}"
7,9,14,1,1,"{'epoch': 0, 'train_loss': 0.75, 'test_loss': 0.68, 'precision': 0.59, 'recall': 0.77, 'accuracy': 0.65, 'learning_rate': 0.0, 'branches': [305, 7], 'best_f1': 0.67, 'best_auc': 0.79, 'time': 0.18}"
7,9,35,1,1,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.64, 'precision': 0.79, 'recall': 0.53, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [354, 7], 'best_f1': 0.64, 'best_auc': 0.82, 'time': 0.39}"
7,9,29,1,1,"{'epoch': 0, 'train_loss': 0.72, 'test_loss': 0.63, 'precision': 0.59, 'recall': 0.87, 'accuracy': 0.68, 'learning_rate': 0.0, 'branches': [425, 4], 'best_f1': 0.7, 'best_auc': 0.81, 'time': 0.44}"
7,9,26,1,1,"{'epoch': 0, 'train_loss': 0.63, 'test_loss': 0.64, 'precision': 0.86, 'recall': 0.59, 'accuracy': 0.8, 'learning_rate': 0.0, 'branches': [476, 363, 4], 'best_f1': 0.7, 'best_auc': 0.86, 'time': 1.17}"
7,9,27,1,1,"{'epoch': 0, 'train_loss': 0.63, 'test_loss': 0.58, 'precision': 0.73, 'recall': 0.7, 'accuracy': 0.77, 'learning_rate': 0.0, 'branches': [305, 231, 5], 'best_f1': 0.71, 'best_auc': 0.84, 'time': 0.83}"
7,9,28,1,1,"{'epoch': 0, 'train_loss': 0.65, 'test_loss': 1.03, 'precision': 0.78, 'recall': 0.24, 'accuracy': 0.66, 'learning_rate': 0.0, 'branches': [469, 328, 3], 'best_f1': 0.37, 'best_auc': 0.75, 'time': 0.86}"
7,9,11,1,1,"{'epoch': 0, 'train_loss': 0.74, 'test_loss': 0.66, 'precision': 0.59, 'recall': 0.83, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [305, 7], 'best_f1': 0.69, 'best_auc': 0.82, 'time': 0.45}"
7,9,41,2,1,"{'epoch': 0, 'train_loss': 0.67, 'test_loss': 0.54, 'precision': 0.78, 'recall': 0.75, 'accuracy': 0.81, 'learning_rate': 0.0, 'branches': [264, 6], 'best_f1': 0.76, 'best_auc': 0.86, 'time': 0.74}"
7,9,29,1,1,"{'epoch': 0, 'train_loss': 0.58, 'test_loss': 0.59, 'precision': 0.71, 'recall': 0.85, 'accuracy': 0.8, 'learning_rate': 0.0, 'branches': [89, 305, 7], 'best_f1': 0.77, 'best_auc': 0.87, 'time': 0.86}"
7,9,47,1,1,"{'epoch': 0, 'train_loss': 0.68, 'test_loss': 0.69, 'precision': 0.55, 'recall': 0.86, 'accuracy': 0.64, 'learning_rate': 0.0, 'branches': [345, 394, 3], 'best_f1': 0.67, 'best_auc': 0.83, 'time': 0.86}"
7,9,40,1,1,"{'epoch': 0, 'train_loss': 0.72, 'test_loss': 0.62, 'precision': 0.63, 'recall': 0.79, 'accuracy': 0.72, 'learning_rate': 0.0, 'branches': [354, 7], 'best_f1': 0.7, 'best_auc': 0.82, 'time': 0.99}"
7,9,30,1,1,"{'epoch': 0, 'train_loss': 0.57, 'test_loss': 0.72, 'precision': 0.94, 'recall': 0.42, 'accuracy': 0.77, 'learning_rate': 0.0, 'branches': [142, 357, 8], 'best_f1': 0.58, 'best_auc': 0.89, 'time': 0.94}"
7,9,31,1,1,"{'epoch': 0, 'train_loss': 0.68, 'test_loss': 0.57, 'precision': 0.62, 'recall': 0.89, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [302, 9], 'best_f1': 0.73, 'best_auc': 0.86, 'time': 0.36}"
7,9,48,1,1,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.63, 'precision': 0.55, 'recall': 0.96, 'accuracy': 0.66, 'learning_rate': 0.0, 'branches': [292, 7], 'best_f1': 0.7, 'best_auc': 0.84, 'time': 0.34}"
7,9,32,1,1,"{'epoch': 0, 'train_loss': 0.67, 'test_loss': 0.6, 'precision': 0.59, 'recall': 0.88, 'accuracy': 0.72, 'learning_rate': 0.0, 'branches': [303, 8], 'best_f1': 0.71, 'best_auc': 0.87, 'time': 0.36}"
7,9,33,1,1,"{'epoch': 0, 'train_loss': 0.61, 'test_loss': 0.51, 'precision': 0.83, 'recall': 0.72, 'accuracy': 0.83, 'learning_rate': 0.0, 'branches': [398, 284, 7], 'best_f1': 0.77, 'best_auc': 0.88, 'time': 0.76}"
7,9,41,2,1,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.71, 'precision': 0.54, 'recall': 0.88, 'accuracy': 0.65, 'learning_rate': 0.0, 'branches': [264, 6], 'best_f1': 0.67, 'best_auc': 0.75, 'time': 0.34}"
7,9,34,1,1,"{'epoch': 0, 'train_loss': 0.7, 'test_loss': 0.59, 'precision': 0.66, 'recall': 0.76, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [425, 7], 'best_f1': 0.71, 'best_auc': 0.82, 'time': 0.43}"
7,10,13,1,1,"{'epoch': 0, 'train_loss': 0.75, 'test_loss': 0.74, 'precision': 0.58, 'recall': 0.61, 'accuracy': 0.64, 'learning_rate': 0.0, 'branches': [357, 7], 'best_f1': 0.59, 'best_auc': 0.68, 'time': 0.2}"
7,10,11,1,1,"{'epoch': 0, 'train_loss': 0.74, 'test_loss': 0.66, 'precision': 0.59, 'recall': 0.83, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [305, 7], 'best_f1': 0.69, 'best_auc': 0.82, 'time': 0.45}"
7,10,60,1,1,"{'epoch': 0, 'train_loss': 0.68, 'test_loss': 0.67, 'precision': 0.69, 'recall': 0.72, 'accuracy': 0.76, 'learning_rate': 0.0, 'branches': [305, 8], 'best_f1': 0.7, 'best_auc': 0.8, 'time': 0.9}"
7,10,48,1,1,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.63, 'precision': 0.55, 'recall': 0.96, 'accuracy': 0.66, 'learning_rate': 0.0, 'branches': [292, 7], 'best_f1': 0.7, 'best_auc': 0.84, 'time': 0.34}"
7,10,14,1,1,"{'epoch': 0, 'train_loss': 0.75, 'test_loss': 0.68, 'precision': 0.59, 'recall': 0.77, 'accuracy': 0.65, 'learning_rate': 0.0, 'branches': [305, 7], 'best_f1': 0.67, 'best_auc': 0.79, 'time': 0.18}"
7,10,61,1,1,"{'epoch': 0, 'train_loss': 0.6, 'test_loss': 0.87, 'precision': 0.53, 'recall': 0.9, 'accuracy': 0.63, 'learning_rate': 0.0, 'branches': [357, 477, 7], 'best_f1': 0.66, 'best_auc': 0.85, 'time': 1.74}"
7,10,62,1,1,"{'epoch': 0, 'train_loss': 0.59, 'test_loss': 0.67, 'precision': 0.93, 'recall': 0.65, 'accuracy': 0.83, 'learning_rate': 0.0, 'branches': [112, 305, 7], 'best_f1': 0.76, 'best_auc': 0.87, 'time': 0.86}"
7,10,63,1,1,"{'epoch': 0, 'train_loss': 0.62, 'test_loss': 0.74, 'precision': 0.79, 'recall': 0.79, 'accuracy': 0.81, 'learning_rate': 0.0, 'branches': [261, 7], 'best_f1': 0.79, 'best_auc': 0.85, 'time': 1.27}"
7,10,41,2,1,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.71, 'precision': 0.54, 'recall': 0.88, 'accuracy': 0.65, 'learning_rate': 0.0, 'branches': [264, 6], 'best_f1': 0.67, 'best_auc': 0.75, 'time': 0.34}"
7,10,64,1,1,"{'epoch': 0, 'train_loss': 0.66, 'test_loss': 0.5, 'precision': 0.79, 'recall': 0.74, 'accuracy': 0.81, 'learning_rate': 0.0, 'branches': [357, 476, 7], 'best_f1': 0.76, 'best_auc': 0.88, 'time': 0.97}"
7,10,65,2,1,"{'epoch': 0, 'train_loss': 0.68, 'test_loss': 0.58, 'precision': 0.69, 'recall': 0.74, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [264, 7], 'best_f1': 0.71, 'best_auc': 0.84, 'time': 0.33}"
7,10,40,1,1,"{'epoch': 0, 'train_loss': 0.72, 'test_loss': 0.62, 'precision': 0.63, 'recall': 0.79, 'accuracy': 0.72, 'learning_rate': 0.0, 'branches': [354, 7], 'best_f1': 0.7, 'best_auc': 0.82, 'time': 0.99}"
