experiment_id,generation,individual_id,age,layer,model_performance
9,4,24,3,1,"{'epoch': 0, 'train_loss': 1.11, 'test_loss': 1.19, 'precision': 0.19, 'recall': 1.0, 'accuracy': 0.23, 'learning_rate': 0.0, 'branches': [484, 213, 276], 'best_f1': 0.32, 'best_auc': 0.66, 'time': 1.27}"
9,4,18,2,1,"{'epoch': 0, 'train_loss': 0.97, 'test_loss': 0.8, 'precision': 0.34, 'recall': 0.9, 'accuracy': 0.67, 'learning_rate': 0.0, 'branches': [258, 216, 430], 'best_f1': 0.49, 'best_auc': 0.83, 'time': 0.74}"
9,4,15,3,1,"{'epoch': 2, 'train_loss': 0.75, 'test_loss': 0.93, 'precision': 0.34, 'recall': 0.88, 'accuracy': 0.61, 'learning_rate': 0.0, 'branches': [116, 154], 'best_f1': 0.53, 'best_auc': 0.84, 'time': 3.02}"
9,4,14,2,1,"{'epoch': 0, 'train_loss': 1.01, 'test_loss': 0.89, 'precision': 0.45, 'recall': 0.72, 'accuracy': 0.77, 'learning_rate': 0.0, 'branches': [231, 447, 273], 'best_f1': 0.56, 'best_auc': 0.84, 'time': 1.27}"
9,4,20,2,1,"{'epoch': 0, 'train_loss': 1.01, 'test_loss': 0.92, 'precision': 0.32, 'recall': 0.95, 'accuracy': 0.6, 'learning_rate': 0.0, 'branches': [258, 430], 'best_f1': 0.48, 'best_auc': 0.78, 'time': 1.19}"
9,4,21,2,1,"{'epoch': 0, 'train_loss': 0.98, 'test_loss': 0.92, 'precision': 0.43, 'recall': 0.73, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [484, 213, 276], 'best_f1': 0.54, 'best_auc': 0.81, 'time': 1.56}"
9,4,15,2,1,"{'epoch': 0, 'train_loss': 1.04, 'test_loss': 1.35, 'precision': 0.39, 'recall': 0.48, 'accuracy': 0.7, 'learning_rate': 0.0, 'branches': [484, 213, 276], 'best_f1': 0.43, 'best_auc': 0.73, 'time': 1.31}"
9,4,40,2,1,"{'epoch': 2, 'train_loss': 0.73, 'test_loss': 0.76, 'precision': 0.35, 'recall': 0.89, 'accuracy': 0.68, 'learning_rate': 0.0, 'branches': [231, 447, 326], 'best_f1': 0.51, 'best_auc': 0.88, 'time': 5.17}"
9,4,41,2,1,"{'epoch': 2, 'train_loss': 0.71, 'test_loss': 0.91, 'precision': 0.43, 'recall': 0.77, 'accuracy': 0.77, 'learning_rate': 0.0, 'branches': [231, 447, 273], 'best_f1': 0.55, 'best_auc': 0.85, 'time': 7.54}"
9,4,19,3,1,"{'epoch': 0, 'train_loss': 0.99, 'test_loss': 0.87, 'precision': 0.35, 'recall': 0.92, 'accuracy': 0.66, 'learning_rate': 0.0, 'branches': [258, 430], 'best_f1': 0.51, 'best_auc': 0.81, 'time': 1.48}"
9,4,18,2,1,"{'epoch': 2, 'train_loss': 0.77, 'test_loss': 0.82, 'precision': 0.42, 'recall': 0.61, 'accuracy': 0.8, 'learning_rate': 0.0, 'branches': [258, 216, 430], 'best_f1': 0.5, 'best_auc': 0.85, 'time': 4.42}"
9,4,29,2,1,"{'epoch': 0, 'train_loss': 0.96, 'test_loss': 0.95, 'precision': 0.36, 'recall': 0.76, 'accuracy': 0.7, 'learning_rate': 0.0, 'branches': [484, 213, 276], 'best_f1': 0.49, 'best_auc': 0.79, 'time': 1.41}"
9,4,42,2,1,"{'epoch': 2, 'train_loss': 0.75, 'test_loss': 0.8, 'precision': 0.4, 'recall': 0.81, 'accuracy': 0.76, 'learning_rate': 0.0, 'branches': [484, 213, 309], 'best_f1': 0.54, 'best_auc': 0.84, 'time': 8.04}"
9,4,43,3,1,"{'epoch': 2, 'train_loss': 0.73, 'test_loss': 1.03, 'precision': 0.39, 'recall': 0.75, 'accuracy': 0.7, 'learning_rate': 0.0, 'branches': [270, 484, 213], 'best_f1': 0.54, 'best_auc': 0.84, 'time': 7.66}"
9,4,44,2,1,"{'epoch': 2, 'train_loss': 0.73, 'test_loss': 1.04, 'precision': 0.29, 'recall': 1.0, 'accuracy': 0.56, 'learning_rate': 0.0, 'branches': [484, 213, 62], 'best_f1': 0.52, 'best_auc': 0.86, 'time': 8.03}"
9,4,45,2,1,"{'epoch': 2, 'train_loss': 0.71, 'test_loss': 0.72, 'precision': 0.35, 'recall': 0.83, 'accuracy': 0.72, 'learning_rate': 0.0, 'branches': [385, 60], 'best_f1': 0.49, 'best_auc': 0.87, 'time': 1.9}"
9,4,20,0,0,"{'epoch': 0, 'train_loss': 1.01, 'test_loss': 0.98, 'precision': 0.42, 'recall': 0.67, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [431, 294], 'best_f1': 0.52, 'best_auc': 0.8, 'time': 1.31}"
9,4,21,0,0,"{'epoch': 0, 'train_loss': 0.93, 'test_loss': 0.88, 'precision': 0.38, 'recall': 0.82, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [390, 431], 'best_f1': 0.52, 'best_auc': 0.8, 'time': 1.19}"
9,4,22,0,0,"{'epoch': 0, 'train_loss': 0.97, 'test_loss': 0.97, 'precision': 0.43, 'recall': 0.7, 'accuracy': 0.77, 'learning_rate': 0.0, 'branches': [80, 483, 162], 'best_f1': 0.53, 'best_auc': 0.83, 'time': 0.84}"
9,4,23,0,0,"{'epoch': 0, 'train_loss': 1.13, 'test_loss': 1.1, 'precision': 0.24, 'recall': 0.97, 'accuracy': 0.34, 'learning_rate': 0.0, 'branches': [282, 257], 'best_f1': 0.39, 'best_auc': 0.83, 'time': 0.43}"
9,4,24,0,0,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 1.03, 'precision': 0.32, 'recall': 0.89, 'accuracy': 0.58, 'learning_rate': 0.0, 'branches': [204, 454, 6], 'best_f1': 0.47, 'best_auc': 0.76, 'time': 0.4}"
9,4,25,0,0,"{'epoch': 0, 'train_loss': 1.0, 'test_loss': 0.97, 'precision': 0.24, 'recall': 0.79, 'accuracy': 0.59, 'learning_rate': 0.0, 'branches': [172, 99], 'best_f1': 0.37, 'best_auc': 0.79, 'time': 0.21}"
9,4,26,0,0,"{'epoch': 0, 'train_loss': 1.06, 'test_loss': 1.1, 'precision': 0.44, 'recall': 0.59, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [197, 74], 'best_f1': 0.5, 'best_auc': 0.75, 'time': 0.19}"
9,4,27,0,0,"{'epoch': 0, 'train_loss': 0.98, 'test_loss': 0.78, 'precision': 0.31, 'recall': 0.89, 'accuracy': 0.66, 'learning_rate': 0.0, 'branches': [361, 36, 445], 'best_f1': 0.46, 'best_auc': 0.83, 'time': 0.7}"
9,4,28,0,0,"{'epoch': 0, 'train_loss': 1.08, 'test_loss': 1.41, 'precision': 0.21, 'recall': 1.0, 'accuracy': 0.26, 'learning_rate': 0.0, 'branches': [329, 239], 'best_f1': 0.35, 'best_auc': 0.78, 'time': 1.0}"
9,4,29,0,0,"{'epoch': 0, 'train_loss': 0.97, 'test_loss': 0.96, 'precision': 0.38, 'recall': 0.62, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [11, 64], 'best_f1': 0.47, 'best_auc': 0.8, 'time': 0.17}"
9,4,30,0,0,"{'epoch': 0, 'train_loss': 1.05, 'test_loss': 1.01, 'precision': 0.35, 'recall': 0.97, 'accuracy': 0.6, 'learning_rate': 0.0, 'branches': [390, 269, 83], 'best_f1': 0.51, 'best_auc': 0.8, 'time': 0.87}"
9,4,31,0,0,"{'epoch': 0, 'train_loss': 1.04, 'test_loss': 0.87, 'precision': 0.43, 'recall': 0.88, 'accuracy': 0.72, 'learning_rate': 0.0, 'branches': [137, 218], 'best_f1': 0.58, 'best_auc': 0.85, 'time': 0.5}"
9,4,32,0,0,"{'epoch': 0, 'train_loss': 0.92, 'test_loss': 1.31, 'precision': 0.27, 'recall': 0.82, 'accuracy': 0.57, 'learning_rate': 0.0, 'branches': [154, 121, 104], 'best_f1': 0.41, 'best_auc': 0.71, 'time': 0.28}"
9,4,33,0,0,"{'epoch': 0, 'train_loss': 0.98, 'test_loss': 1.04, 'precision': 0.36, 'recall': 0.51, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [97, 365, 104], 'best_f1': 0.42, 'best_auc': 0.79, 'time': 0.51}"
9,4,34,0,0,"{'epoch': 0, 'train_loss': 1.04, 'test_loss': 0.94, 'precision': 0.28, 'recall': 0.77, 'accuracy': 0.64, 'learning_rate': 0.0, 'branches': [191, 257], 'best_f1': 0.41, 'best_auc': 0.78, 'time': 0.38}"
9,4,35,0,0,"{'epoch': 0, 'train_loss': 1.01, 'test_loss': 0.92, 'precision': 0.48, 'recall': 0.75, 'accuracy': 0.76, 'learning_rate': 0.0, 'branches': [132, 220, 237], 'best_f1': 0.59, 'best_auc': 0.84, 'time': 0.68}"
9,4,36,0,0,"{'epoch': 0, 'train_loss': 1.01, 'test_loss': 0.96, 'precision': 0.28, 'recall': 1.0, 'accuracy': 0.51, 'learning_rate': 0.0, 'branches': [53, 255, 337], 'best_f1': 0.44, 'best_auc': 0.8, 'time': 0.52}"
9,4,37,0,0,"{'epoch': 0, 'train_loss': 1.06, 'test_loss': 0.98, 'precision': 0.31, 'recall': 0.91, 'accuracy': 0.6, 'learning_rate': 0.0, 'branches': [164, 68, 345], 'best_f1': 0.46, 'best_auc': 0.79, 'time': 0.59}"
9,4,38,0,0,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 1.01, 'precision': 0.39, 'recall': 0.8, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [488, 135], 'best_f1': 0.52, 'best_auc': 0.8, 'time': 0.43}"
9,4,39,0,0,"{'epoch': 0, 'train_loss': 0.95, 'test_loss': 1.01, 'precision': 0.36, 'recall': 0.71, 'accuracy': 0.7, 'learning_rate': 0.0, 'branches': [32, 416, 487], 'best_f1': 0.48, 'best_auc': 0.76, 'time': 0.55}"
9,5,23,0,0,"{'epoch': 0, 'train_loss': 1.13, 'test_loss': 1.1, 'precision': 0.24, 'recall': 0.97, 'accuracy': 0.34, 'learning_rate': 0.0, 'branches': [282, 257], 'best_f1': 0.39, 'best_auc': 0.83, 'time': 0.43}"
9,5,24,0,0,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 1.03, 'precision': 0.32, 'recall': 0.89, 'accuracy': 0.58, 'learning_rate': 0.0, 'branches': [204, 454, 6], 'best_f1': 0.47, 'best_auc': 0.76, 'time': 0.4}"
9,5,37,0,0,"{'epoch': 0, 'train_loss': 1.06, 'test_loss': 0.98, 'precision': 0.31, 'recall': 0.91, 'accuracy': 0.6, 'learning_rate': 0.0, 'branches': [164, 68, 345], 'best_f1': 0.46, 'best_auc': 0.79, 'time': 0.59}"
9,5,38,1,0,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 1.01, 'precision': 0.39, 'recall': 0.8, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [488, 135], 'best_f1': 0.52, 'best_auc': 0.8, 'time': 0.43}"
9,5,25,1,0,"{'epoch': 0, 'train_loss': 1.0, 'test_loss': 0.97, 'precision': 0.24, 'recall': 0.79, 'accuracy': 0.59, 'learning_rate': 0.0, 'branches': [172, 99], 'best_f1': 0.37, 'best_auc': 0.79, 'time': 0.21}"
9,5,26,0,0,"{'epoch': 0, 'train_loss': 1.06, 'test_loss': 1.1, 'precision': 0.44, 'recall': 0.59, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [197, 74], 'best_f1': 0.5, 'best_auc': 0.75, 'time': 0.19}"
9,5,3,1,0,"{'epoch': 0, 'train_loss': 1.05, 'test_loss': 0.94, 'precision': 0.33, 'recall': 0.99, 'accuracy': 0.6, 'learning_rate': 0.0, 'branches': [53, 255, 337], 'best_f1': 0.5, 'best_auc': 0.81, 'time': 0.85}"
9,5,20,0,0,"{'epoch': 0, 'train_loss': 1.05, 'test_loss': 1.04, 'precision': 0.25, 'recall': 1.0, 'accuracy': 0.42, 'learning_rate': 0.0, 'branches': [231, 74], 'best_f1': 0.4, 'best_auc': 0.77, 'time': 0.2}"
9,5,21,1,0,"{'epoch': 0, 'train_loss': 1.04, 'test_loss': 0.98, 'precision': 0.32, 'recall': 0.89, 'accuracy': 0.64, 'learning_rate': 0.0, 'branches': [44, 255, 337], 'best_f1': 0.47, 'best_auc': 0.81, 'time': 0.85}"
9,5,22,0,0,"{'epoch': 0, 'train_loss': 1.05, 'test_loss': 0.93, 'precision': 0.47, 'recall': 0.81, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [204, 368, 6], 'best_f1': 0.59, 'best_auc': 0.83, 'time': 0.35}"
9,5,23,0,0,"{'epoch': 0, 'train_loss': 1.06, 'test_loss': 0.91, 'precision': 0.33, 'recall': 0.94, 'accuracy': 0.63, 'learning_rate': 0.0, 'branches': [363, 83, 272], 'best_f1': 0.49, 'best_auc': 0.78, 'time': 0.41}"
9,5,24,0,0,"{'epoch': 0, 'train_loss': 1.06, 'test_loss': 1.85, 'precision': 0.16, 'recall': 1.0, 'accuracy': 0.16, 'learning_rate': 0.0, 'branches': [282, 291], 'best_f1': 0.28, 'best_auc': 0.69, 'time': 0.68}"
9,5,25,1,0,"{'epoch': 0, 'train_loss': 1.11, 'test_loss': 1.07, 'precision': 0.19, 'recall': 0.97, 'accuracy': 0.29, 'learning_rate': 0.0, 'branches': [53, 255, 337], 'best_f1': 0.32, 'best_auc': 0.73, 'time': 1.1}"
9,5,29,0,0,"{'epoch': 0, 'train_loss': 0.97, 'test_loss': 0.96, 'precision': 0.38, 'recall': 0.62, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [11, 64], 'best_f1': 0.47, 'best_auc': 0.8, 'time': 0.17}"
9,5,34,0,0,"{'epoch': 0, 'train_loss': 1.04, 'test_loss': 0.94, 'precision': 0.28, 'recall': 0.77, 'accuracy': 0.64, 'learning_rate': 0.0, 'branches': [191, 257], 'best_f1': 0.41, 'best_auc': 0.78, 'time': 0.38}"
9,5,28,1,0,"{'epoch': 0, 'train_loss': 1.08, 'test_loss': 1.41, 'precision': 0.21, 'recall': 1.0, 'accuracy': 0.26, 'learning_rate': 0.0, 'branches': [329, 239], 'best_f1': 0.35, 'best_auc': 0.78, 'time': 1.0}"
9,5,26,1,0,"{'epoch': 0, 'train_loss': 1.04, 'test_loss': 1.13, 'precision': 0.29, 'recall': 0.85, 'accuracy': 0.56, 'learning_rate': 0.0, 'branches': [329, 371, 284], 'best_f1': 0.44, 'best_auc': 0.76, 'time': 1.22}"
9,5,27,1,0,"{'epoch': 0, 'train_loss': 1.15, 'test_loss': 1.11, 'precision': 0.26, 'recall': 0.92, 'accuracy': 0.49, 'learning_rate': 0.0, 'branches': [329, 239], 'best_f1': 0.41, 'best_auc': 0.71, 'time': 1.0}"
9,5,30,2,1,"{'epoch': 2, 'train_loss': 0.68, 'test_loss': 0.82, 'precision': 0.47, 'recall': 0.85, 'accuracy': 0.77, 'learning_rate': 0.0, 'branches': [231, 447, 273], 'best_f1': 0.6, 'best_auc': 0.86, 'time': 7.49}"
9,5,14,2,1,"{'epoch': 0, 'train_loss': 1.01, 'test_loss': 0.89, 'precision': 0.45, 'recall': 0.72, 'accuracy': 0.77, 'learning_rate': 0.0, 'branches': [231, 447, 273], 'best_f1': 0.56, 'best_auc': 0.84, 'time': 1.27}"
9,5,21,2,1,"{'epoch': 0, 'train_loss': 0.98, 'test_loss': 0.92, 'precision': 0.43, 'recall': 0.73, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [484, 213, 276], 'best_f1': 0.54, 'best_auc': 0.81, 'time': 1.56}"
9,5,16,3,1,"{'epoch': 2, 'train_loss': 0.77, 'test_loss': 0.72, 'precision': 0.4, 'recall': 0.91, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [484, 213, 364], 'best_f1': 0.55, 'best_auc': 0.87, 'time': 10.67}"
9,5,28,1,0,"{'epoch': 0, 'train_loss': 1.0, 'test_loss': 0.97, 'precision': 0.24, 'recall': 1.0, 'accuracy': 0.47, 'learning_rate': 0.0, 'branches': [283, 239], 'best_f1': 0.38, 'best_auc': 0.84, 'time': 1.26}"
9,5,22,2,1,"{'epoch': 0, 'train_loss': 1.01, 'test_loss': 1.04, 'precision': 0.23, 'recall': 0.98, 'accuracy': 0.45, 'learning_rate': 0.0, 'branches': [141, 154], 'best_f1': 0.37, 'best_auc': 0.85, 'time': 0.96}"
9,5,29,2,1,"{'epoch': 2, 'train_loss': 0.68, 'test_loss': 0.85, 'precision': 0.37, 'recall': 0.86, 'accuracy': 0.7, 'learning_rate': 0.0, 'branches': [254, 447, 273], 'best_f1': 0.53, 'best_auc': 0.86, 'time': 7.71}"
9,5,11,1,0,"{'epoch': 0, 'train_loss': 1.06, 'test_loss': 0.97, 'precision': 0.35, 'recall': 0.46, 'accuracy': 0.77, 'learning_rate': 0.0, 'branches': [488, 135], 'best_f1': 0.4, 'best_auc': 0.76, 'time': 0.35}"
9,5,18,2,1,"{'epoch': 0, 'train_loss': 0.97, 'test_loss': 0.8, 'precision': 0.34, 'recall': 0.9, 'accuracy': 0.67, 'learning_rate': 0.0, 'branches': [258, 216, 430], 'best_f1': 0.49, 'best_auc': 0.83, 'time': 0.74}"
9,5,19,3,1,"{'epoch': 0, 'train_loss': 0.99, 'test_loss': 0.87, 'precision': 0.35, 'recall': 0.92, 'accuracy': 0.66, 'learning_rate': 0.0, 'branches': [258, 430], 'best_f1': 0.51, 'best_auc': 0.81, 'time': 1.48}"
9,5,20,2,1,"{'epoch': 0, 'train_loss': 1.01, 'test_loss': 0.92, 'precision': 0.32, 'recall': 0.95, 'accuracy': 0.6, 'learning_rate': 0.0, 'branches': [258, 430], 'best_f1': 0.48, 'best_auc': 0.78, 'time': 1.19}"
9,5,12,2,1,"{'epoch': 0, 'train_loss': 1.0, 'test_loss': 0.86, 'precision': 0.38, 'recall': 0.83, 'accuracy': 0.71, 'learning_rate': 0.0, 'branches': [258, 430], 'best_f1': 0.52, 'best_auc': 0.81, 'time': 0.89}"
9,5,30,1,0,"{'epoch': 0, 'train_loss': 1.13, 'test_loss': 1.16, 'precision': 0.23, 'recall': 0.89, 'accuracy': 0.36, 'learning_rate': 0.0, 'branches': [329, 239], 'best_f1': 0.37, 'best_auc': 0.63, 'time': 0.99}"
9,6,16,3,1,"{'epoch': 2, 'train_loss': 0.66, 'test_loss': 0.84, 'precision': 0.5, 'recall': 0.71, 'accuracy': 0.81, 'learning_rate': 0.0, 'branches': [254, 447, 273], 'best_f1': 0.59, 'best_auc': 0.88, 'time': 4.55}"
9,6,19,3,1,"{'epoch': 0, 'train_loss': 0.99, 'test_loss': 0.87, 'precision': 0.35, 'recall': 0.92, 'accuracy': 0.66, 'learning_rate': 0.0, 'branches': [258, 430], 'best_f1': 0.51, 'best_auc': 0.81, 'time': 1.48}"
9,6,14,3,1,"{'epoch': 0, 'train_loss': 1.01, 'test_loss': 0.89, 'precision': 0.45, 'recall': 0.72, 'accuracy': 0.77, 'learning_rate': 0.0, 'branches': [231, 447, 273], 'best_f1': 0.56, 'best_auc': 0.84, 'time': 1.27}"
9,6,18,2,1,"{'epoch': 0, 'train_loss': 0.97, 'test_loss': 0.8, 'precision': 0.34, 'recall': 0.9, 'accuracy': 0.67, 'learning_rate': 0.0, 'branches': [258, 216, 430], 'best_f1': 0.49, 'best_auc': 0.83, 'time': 0.74}"
9,6,20,2,1,"{'epoch': 0, 'train_loss': 1.01, 'test_loss': 0.92, 'precision': 0.32, 'recall': 0.95, 'accuracy': 0.6, 'learning_rate': 0.0, 'branches': [258, 430], 'best_f1': 0.48, 'best_auc': 0.78, 'time': 1.19}"
9,6,40,2,1,"{'epoch': 2, 'train_loss': 0.65, 'test_loss': 0.93, 'precision': 0.33, 'recall': 0.84, 'accuracy': 0.65, 'learning_rate': 0.0, 'branches': [258, 216, 430], 'best_f1': 0.47, 'best_auc': 0.83, 'time': 5.64}"
9,6,10,3,1,"{'epoch': 2, 'train_loss': 0.72, 'test_loss': 0.88, 'precision': 0.35, 'recall': 0.97, 'accuracy': 0.59, 'learning_rate': 0.0, 'branches': [231, 447, 273], 'best_f1': 0.54, 'best_auc': 0.86, 'time': 7.66}"
9,6,22,2,1,"{'epoch': 0, 'train_loss': 1.01, 'test_loss': 1.04, 'precision': 0.23, 'recall': 0.98, 'accuracy': 0.45, 'learning_rate': 0.0, 'branches': [141, 154], 'best_f1': 0.37, 'best_auc': 0.85, 'time': 0.96}"
9,6,16,4,1,"{'epoch': 2, 'train_loss': 0.77, 'test_loss': 0.72, 'precision': 0.4, 'recall': 0.91, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [484, 213, 364], 'best_f1': 0.55, 'best_auc': 0.87, 'time': 10.67}"
9,6,12,2,1,"{'epoch': 0, 'train_loss': 1.0, 'test_loss': 0.86, 'precision': 0.38, 'recall': 0.83, 'accuracy': 0.71, 'learning_rate': 0.0, 'branches': [258, 430], 'best_f1': 0.52, 'best_auc': 0.81, 'time': 0.89}"
9,6,41,2,1,"{'epoch': 2, 'train_loss': 0.74, 'test_loss': 0.85, 'precision': 0.33, 'recall': 0.85, 'accuracy': 0.67, 'learning_rate': 0.0, 'branches': [141, 258, 430], 'best_f1': 0.5, 'best_auc': 0.84, 'time': 5.47}"
9,6,42,3,1,"{'epoch': 2, 'train_loss': 0.7, 'test_loss': 0.7, 'precision': 0.39, 'recall': 0.91, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [255, 447, 273], 'best_f1': 0.57, 'best_auc': 0.89, 'time': 7.7}"
9,6,43,3,1,"{'epoch': 2, 'train_loss': 0.75, 'test_loss': 0.94, 'precision': 0.32, 'recall': 0.99, 'accuracy': 0.59, 'learning_rate': 0.0, 'branches': [258, 359], 'best_f1': 0.53, 'best_auc': 0.85, 'time': 9.46}"
9,6,44,2,1,"{'epoch': 2, 'train_loss': 0.79, 'test_loss': 0.91, 'precision': 0.41, 'recall': 0.68, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [309, 430], 'best_f1': 0.53, 'best_auc': 0.82, 'time': 5.86}"
9,6,11,4,1,"{'epoch': 2, 'train_loss': 0.79, 'test_loss': 0.79, 'precision': 0.41, 'recall': 0.87, 'accuracy': 0.72, 'learning_rate': 0.0, 'branches': [327, 467, 63], 'best_f1': 0.56, 'best_auc': 0.86, 'time': 3.87}"
9,6,45,2,1,"{'epoch': 2, 'train_loss': 0.73, 'test_loss': 0.71, 'precision': 0.47, 'recall': 0.77, 'accuracy': 0.79, 'learning_rate': 0.0, 'branches': [258, 216, 485], 'best_f1': 0.59, 'best_auc': 0.89, 'time': 4.43}"
9,6,46,2,1,"{'epoch': 2, 'train_loss': 0.7, 'test_loss': 0.85, 'precision': 0.37, 'recall': 0.86, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [249, 430], 'best_f1': 0.52, 'best_auc': 0.84, 'time': 5.35}"
9,6,20,0,0,"{'epoch': 0, 'train_loss': 0.96, 'test_loss': 0.81, 'precision': 0.33, 'recall': 0.76, 'accuracy': 0.72, 'learning_rate': 0.0, 'branches': [161, 98], 'best_f1': 0.46, 'best_auc': 0.83, 'time': 0.71}"
9,6,21,0,0,"{'epoch': 0, 'train_loss': 0.98, 'test_loss': 1.19, 'precision': 0.53, 'recall': 0.45, 'accuracy': 0.81, 'learning_rate': 0.0, 'branches': [106, 224, 37], 'best_f1': 0.49, 'best_auc': 0.88, 'time': 0.87}"
9,6,22,0,0,"{'epoch': 0, 'train_loss': 1.0, 'test_loss': 1.04, 'precision': 0.38, 'recall': 0.62, 'accuracy': 0.72, 'learning_rate': 0.0, 'branches': [464, 442, 183], 'best_f1': 0.47, 'best_auc': 0.79, 'time': 1.6}"
9,6,23,0,0,"{'epoch': 0, 'train_loss': 1.05, 'test_loss': 1.19, 'precision': 0.22, 'recall': 1.0, 'accuracy': 0.24, 'learning_rate': 0.0, 'branches': [334, 154], 'best_f1': 0.36, 'best_auc': 0.73, 'time': 0.7}"
9,6,24,0,0,"{'epoch': 0, 'train_loss': 0.98, 'test_loss': 1.39, 'precision': 0.18, 'recall': 1.0, 'accuracy': 0.19, 'learning_rate': 0.0, 'branches': [104, 435], 'best_f1': 0.31, 'best_auc': 0.66, 'time': 0.84}"
9,6,25,0,0,"{'epoch': 0, 'train_loss': 1.08, 'test_loss': 1.25, 'precision': 0.19, 'recall': 1.0, 'accuracy': 0.2, 'learning_rate': 0.0, 'branches': [241, 24], 'best_f1': 0.32, 'best_auc': 0.74, 'time': 0.18}"
9,6,26,0,0,"{'epoch': 0, 'train_loss': 0.99, 'test_loss': 0.83, 'precision': 0.29, 'recall': 0.97, 'accuracy': 0.6, 'learning_rate': 0.0, 'branches': [486, 134, 171], 'best_f1': 0.45, 'best_auc': 0.83, 'time': 0.58}"
9,6,27,0,0,"{'epoch': 0, 'train_loss': 1.04, 'test_loss': 0.96, 'precision': 0.27, 'recall': 0.93, 'accuracy': 0.54, 'learning_rate': 0.0, 'branches': [37, 468], 'best_f1': 0.42, 'best_auc': 0.75, 'time': 0.61}"
9,6,28,0,0,"{'epoch': 0, 'train_loss': 1.1, 'test_loss': 1.06, 'precision': 0.21, 'recall': 1.0, 'accuracy': 0.38, 'learning_rate': 0.0, 'branches': [473, 249], 'best_f1': 0.35, 'best_auc': 0.83, 'time': 0.49}"
9,6,29,0,0,"{'epoch': 0, 'train_loss': 1.0, 'test_loss': 0.82, 'precision': 0.34, 'recall': 0.81, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [88, 51], 'best_f1': 0.47, 'best_auc': 0.82, 'time': 0.54}"
9,6,30,0,0,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 1.01, 'precision': 0.22, 'recall': 1.0, 'accuracy': 0.45, 'learning_rate': 0.0, 'branches': [124, 38], 'best_f1': 0.37, 'best_auc': 0.82, 'time': 0.16}"
9,6,31,0,0,"{'epoch': 0, 'train_loss': 1.02, 'test_loss': 1.39, 'precision': 0.18, 'recall': 1.0, 'accuracy': 0.33, 'learning_rate': 0.0, 'branches': [60, 269], 'best_f1': 0.31, 'best_auc': 0.74, 'time': 1.52}"
9,6,32,0,0,"{'epoch': 0, 'train_loss': 0.99, 'test_loss': 0.89, 'precision': 0.29, 'recall': 0.77, 'accuracy': 0.63, 'learning_rate': 0.0, 'branches': [459, 415, 105], 'best_f1': 0.42, 'best_auc': 0.79, 'time': 0.91}"
9,6,33,0,0,"{'epoch': 0, 'train_loss': 1.04, 'test_loss': 1.03, 'precision': 0.31, 'recall': 0.87, 'accuracy': 0.61, 'learning_rate': 0.0, 'branches': [295, 387, 6], 'best_f1': 0.45, 'best_auc': 0.79, 'time': 1.39}"
9,6,34,0,0,"{'epoch': 0, 'train_loss': 0.93, 'test_loss': 0.81, 'precision': 0.39, 'recall': 0.99, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [413, 88, 39], 'best_f1': 0.56, 'best_auc': 0.84, 'time': 0.76}"
9,6,35,0,0,"{'epoch': 0, 'train_loss': 0.96, 'test_loss': 0.8, 'precision': 0.37, 'recall': 0.97, 'accuracy': 0.65, 'learning_rate': 0.0, 'branches': [264, 75, 409], 'best_f1': 0.53, 'best_auc': 0.85, 'time': 0.54}"
9,6,36,0,0,"{'epoch': 0, 'train_loss': 1.08, 'test_loss': 1.04, 'precision': 0.25, 'recall': 0.96, 'accuracy': 0.51, 'learning_rate': 0.0, 'branches': [151, 137], 'best_f1': 0.39, 'best_auc': 0.76, 'time': 0.55}"
9,6,37,0,0,"{'epoch': 0, 'train_loss': 1.11, 'test_loss': 0.94, 'precision': 0.27, 'recall': 0.24, 'accuracy': 0.79, 'learning_rate': 0.0, 'branches': [132, 365, 422], 'best_f1': 0.25, 'best_auc': 0.78, 'time': 1.4}"
