experiment_id,generation,individual_id,model_performance
15,1,1,"{'epoch': 0, 'train_loss': 0.84, 'test_loss': 0.75, 'precision': 0.36, 'recall': 0.93, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [[12, 1, 1]], 'best_f1': 0.52, 'best_auc': 0.86, 'time': 1.03}"
15,1,2,"{'epoch': 0, 'train_loss': 0.84, 'test_loss': 0.94, 'precision': 0.46, 'recall': 0.82, 'accuracy': 0.76, 'learning_rate': 0.0, 'branches': [[3, 4]], 'best_f1': 0.59, 'best_auc': 0.85, 'time': 0.77}"
16,0,1,"{'epoch': 0, 'train_loss': 1.24, 'test_loss': 1.44, 'precision': 0.07, 'recall': 0.55, 'accuracy': 0.44, 'learning_rate': 0.0, 'branches': [[4, 9, 5], [8, 10]], 'best_f1': 0.12, 'best_auc': 0.52, 'time': 1.35}"
16,0,2,"{'epoch': 0, 'train_loss': 1.25, 'test_loss': 1.17, 'precision': 0.06, 'recall': 0.65, 'accuracy': 0.47, 'learning_rate': 0.0, 'branches': [[10, 9, 7], [5, 2]], 'best_f1': 0.12, 'best_auc': 0.6, 'time': 1.23}"
16,0,3,"{'epoch': 0, 'train_loss': 1.29, 'test_loss': 1.24, 'precision': 0.08, 'recall': 0.94, 'accuracy': 0.32, 'learning_rate': 0.0, 'branches': [[7, 13, 9], [12, 11, 6]], 'best_f1': 0.15, 'best_auc': 0.58, 'time': 1.34}"
16,1,1,"{'epoch': 0, 'train_loss': 1.24, 'test_loss': 1.44, 'precision': 0.07, 'recall': 0.55, 'accuracy': 0.44, 'learning_rate': 0.0, 'branches': [[4, 9, 5], [8, 10]], 'best_f1': 0.12, 'best_auc': 0.52, 'time': 1.35}"
16,1,0,"{'epoch': 0, 'train_loss': 1.28, 'test_loss': 1.24, 'precision': 0.07, 'recall': 0.74, 'accuracy': 0.36, 'learning_rate': 0.0, 'branches': [[7, 13, 9], [4, 9, 5]], 'best_f1': 0.12, 'best_auc': 0.55, 'time': 1.34}"
16,1,3,"{'epoch': 0, 'train_loss': 1.29, 'test_loss': 1.24, 'precision': 0.08, 'recall': 0.94, 'accuracy': 0.32, 'learning_rate': 0.0, 'branches': [[7, 13, 9], [12, 11, 6]], 'best_f1': 0.15, 'best_auc': 0.58, 'time': 1.34}"
17,0,1,"{'epoch': 0, 'train_loss': 0.77, 'test_loss': 0.81, 'precision': 0.46, 'recall': 0.39, 'accuracy': 0.59, 'learning_rate': 0.0, 'branches': [[12, 14], [4, 8, 3], [15, 8, 11]], 'best_f1': 0.42, 'best_auc': 0.57, 'time': 1.58}"
17,0,2,"{'epoch': 0, 'train_loss': 0.77, 'test_loss': 0.8, 'precision': 0.51, 'recall': 0.34, 'accuracy': 0.59, 'learning_rate': 0.0, 'branches': [[9, 13, 6], [15, 12, 3, 12]], 'best_f1': 0.41, 'best_auc': 0.58, 'time': 1.31}"
17,0,3,"{'epoch': 0, 'train_loss': 0.78, 'test_loss': 0.78, 'precision': 0.46, 'recall': 0.7, 'accuracy': 0.54, 'learning_rate': 0.0, 'branches': [[3, 6, 14], [15, 2, 5], [10, 4, 14]], 'best_f1': 0.55, 'best_auc': 0.59, 'time': 1.52}"
17,1,2,"{'epoch': 0, 'train_loss': 0.77, 'test_loss': 0.8, 'precision': 0.51, 'recall': 0.34, 'accuracy': 0.59, 'learning_rate': 0.0, 'branches': [[9, 13, 6], [15, 12, 3, 12]], 'best_f1': 0.41, 'best_auc': 0.58, 'time': 1.31}"
17,1,3,"{'epoch': 0, 'train_loss': 0.78, 'test_loss': 0.78, 'precision': 0.46, 'recall': 0.7, 'accuracy': 0.54, 'learning_rate': 0.0, 'branches': [[3, 6, 14], [15, 2, 5], [10, 4, 14]], 'best_f1': 0.55, 'best_auc': 0.59, 'time': 1.52}"
17,1,3,"{'epoch': 0, 'train_loss': 0.78, 'test_loss': 0.78, 'precision': 0.46, 'recall': 0.7, 'accuracy': 0.54, 'learning_rate': 0.0, 'branches': [[3, 6, 14], [15, 2, 5], [10, 4, 14]], 'best_f1': 0.55, 'best_auc': 0.59, 'time': 1.52}"
18,0,1,"{'epoch': 0, 'train_loss': 1.18, 'test_loss': 1.33, 'precision': 0.16, 'recall': 0.71, 'accuracy': 0.42, 'learning_rate': 0.0, 'branches': [[9, 3, 15, 8], [4, 12], [5, 5, 11]], 'best_f1': 0.26, 'best_auc': 0.54, 'time': 1.81}"
18,0,2,"{'epoch': 0, 'train_loss': 1.19, 'test_loss': 1.34, 'precision': 0.18, 'recall': 0.47, 'accuracy': 0.61, 'learning_rate': 0.0, 'branches': [[1, 1, 15, 9], [4, 10, 7], [11, 9, 1]], 'best_f1': 0.26, 'best_auc': 0.56, 'time': 1.85}"
18,0,3,"{'epoch': 0, 'train_loss': 1.18, 'test_loss': 1.24, 'precision': 0.16, 'recall': 0.52, 'accuracy': 0.56, 'learning_rate': 0.0, 'branches': [[11, 7, 4], [9, 9, 7]], 'best_f1': 0.25, 'best_auc': 0.55, 'time': 1.34}"
18,1,1,"{'epoch': 0, 'train_loss': 1.18, 'test_loss': 1.33, 'precision': 0.16, 'recall': 0.71, 'accuracy': 0.42, 'learning_rate': 0.0, 'branches': [[9, 3, 15, 8], [4, 12], [5, 5, 11]], 'best_f1': 0.26, 'best_auc': 0.54, 'time': 1.81}"
18,1,2,"{'epoch': 0, 'train_loss': 1.19, 'test_loss': 1.34, 'precision': 0.18, 'recall': 0.47, 'accuracy': 0.61, 'learning_rate': 0.0, 'branches': [[1, 1, 15, 9], [4, 10, 7], [11, 9, 1]], 'best_f1': 0.26, 'best_auc': 0.56, 'time': 1.85}"
18,1,2,"{'epoch': 0, 'train_loss': 1.19, 'test_loss': 1.34, 'precision': 0.18, 'recall': 0.47, 'accuracy': 0.61, 'learning_rate': 0.0, 'branches': [[1, 1, 15, 9], [4, 10, 7], [11, 9, 1]], 'best_f1': 0.26, 'best_auc': 0.56, 'time': 1.85}"
19,0,1,"{'epoch': 0, 'train_loss': 1.02, 'test_loss': 0.83, 'precision': 0.44, 'recall': 0.81, 'accuracy': 0.8, 'learning_rate': 0.0, 'branches': [[11, 11, 9]], 'best_f1': 0.57, 'best_auc': 0.86, 'time': 0.94}"
19,0,2,"{'epoch': 0, 'train_loss': 0.99, 'test_loss': 0.86, 'precision': 0.44, 'recall': 0.86, 'accuracy': 0.79, 'learning_rate': 0.0, 'branches': [[2, 4], [11, 13, 7, 9], [8, 8]], 'best_f1': 0.58, 'best_auc': 0.83, 'time': 1.54}"
19,0,3,"{'epoch': 0, 'train_loss': 1.0, 'test_loss': 0.87, 'precision': 0.52, 'recall': 0.78, 'accuracy': 0.84, 'learning_rate': 0.0, 'branches': [[1, 13, 11, 2]], 'best_f1': 0.63, 'best_auc': 0.87, 'time': 0.97}"
19,1,2,"{'epoch': 0, 'train_loss': 0.99, 'test_loss': 0.86, 'precision': 0.44, 'recall': 0.86, 'accuracy': 0.79, 'learning_rate': 0.0, 'branches': [[2, 4], [11, 13, 7, 9], [8, 8]], 'best_f1': 0.58, 'best_auc': 0.83, 'time': 1.54}"
19,1,1,"{'epoch': 0, 'train_loss': 1.02, 'test_loss': 0.83, 'precision': 0.44, 'recall': 0.81, 'accuracy': 0.8, 'learning_rate': 0.0, 'branches': [[11, 11, 9]], 'best_f1': 0.57, 'best_auc': 0.86, 'time': 0.94}"
19,1,0,"{'epoch': 0, 'train_loss': 1.01, 'test_loss': 0.81, 'precision': 0.41, 'recall': 0.9, 'accuracy': 0.76, 'learning_rate': 0.0, 'branches': [[8, 8]], 'best_f1': 0.56, 'best_auc': 0.89, 'time': 0.7}"
20,0,0,"{'epoch': 0, 'train_loss': 0.73, 'test_loss': 0.78, 'precision': 0.41, 'recall': 0.95, 'accuracy': 0.72, 'learning_rate': 0.0, 'branches': [[512, 1478, 900]], 'best_f1': 0.57, 'best_auc': 0.92, 'time': 7.6}"
20,0,1,"{'epoch': 0, 'train_loss': 0.69, 'test_loss': 1.05, 'precision': 0.32, 'recall': 1.0, 'accuracy': 0.55, 'learning_rate': 0.0, 'branches': [[303, 835, 111, 508]], 'best_f1': 0.48, 'best_auc': 0.94, 'time': 3.51}"
20,0,2,"{'epoch': 0, 'train_loss': 0.72, 'test_loss': 1.06, 'precision': 0.33, 'recall': 0.98, 'accuracy': 0.61, 'learning_rate': 0.0, 'branches': [[371, 582, 649, 445], [1035, 717, 1041], [1233, 1173, 969, 465]], 'best_f1': 0.49, 'best_auc': 0.91, 'time': 13.51}"
20,0,3,"{'epoch': 0, 'train_loss': 0.8, 'test_loss': 0.7, 'precision': 0.45, 'recall': 0.9, 'accuracy': 0.76, 'learning_rate': 0.0, 'branches': [[1192, 698, 1277], [1248, 814]], 'best_f1': 0.6, 'best_auc': 0.9, 'time': 6.96}"
20,0,4,"{'epoch': 0, 'train_loss': 0.85, 'test_loss': 0.65, 'precision': 0.54, 'recall': 0.9, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [[436, 1268, 655], [1226, 501]], 'best_f1': 0.68, 'best_auc': 0.93, 'time': 6.37}"
20,0,5,"{'epoch': 0, 'train_loss': 0.63, 'test_loss': 0.87, 'precision': 0.43, 'recall': 1.0, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [[111, 311, 723, 1463], [382, 1446, 1015], [1402, 1087]], 'best_f1': 0.6, 'best_auc': 0.95, 'time': 13.38}"
20,1,5,"{'epoch': 0, 'train_loss': 0.63, 'test_loss': 0.87, 'precision': 0.43, 'recall': 1.0, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [[111, 311, 723, 1463], [382, 1446, 1015], [1402, 1087]], 'best_f1': 0.6, 'best_auc': 0.95, 'time': 13.38}"
20,1,4,"{'epoch': 0, 'train_loss': 0.85, 'test_loss': 0.65, 'precision': 0.54, 'recall': 0.9, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [[436, 1268, 655], [1226, 501]], 'best_f1': 0.68, 'best_auc': 0.93, 'time': 6.37}"
20,1,4,"{'epoch': 0, 'train_loss': 0.85, 'test_loss': 0.65, 'precision': 0.54, 'recall': 0.9, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [[436, 1268, 655], [1226, 501]], 'best_f1': 0.68, 'best_auc': 0.93, 'time': 6.37}"
20,1,4,"{'epoch': 0, 'train_loss': 0.85, 'test_loss': 0.65, 'precision': 0.54, 'recall': 0.9, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [[436, 1268, 655], [1226, 501]], 'best_f1': 0.68, 'best_auc': 0.93, 'time': 6.37}"
20,1,3,"{'epoch': 0, 'train_loss': 0.8, 'test_loss': 0.7, 'precision': 0.45, 'recall': 0.9, 'accuracy': 0.76, 'learning_rate': 0.0, 'branches': [[1192, 698, 1277], [1248, 814]], 'best_f1': 0.6, 'best_auc': 0.9, 'time': 6.96}"
20,1,4,"{'epoch': 0, 'train_loss': 0.85, 'test_loss': 0.65, 'precision': 0.54, 'recall': 0.9, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [[436, 1268, 655], [1226, 501]], 'best_f1': 0.68, 'best_auc': 0.93, 'time': 6.37}"
20,2,5,"{'epoch': 0, 'train_loss': 0.63, 'test_loss': 0.87, 'precision': 0.43, 'recall': 1.0, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [[111, 311, 723, 1463], [382, 1446, 1015], [1402, 1087]], 'best_f1': 0.6, 'best_auc': 0.95, 'time': 13.38}"
20,2,4,"{'epoch': 0, 'train_loss': 0.85, 'test_loss': 0.65, 'precision': 0.54, 'recall': 0.9, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [[436, 1268, 655], [1226, 501]], 'best_f1': 0.68, 'best_auc': 0.93, 'time': 6.37}"
20,2,4,"{'epoch': 0, 'train_loss': 0.85, 'test_loss': 0.65, 'precision': 0.54, 'recall': 0.9, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [[436, 1268, 655], [1226, 501]], 'best_f1': 0.68, 'best_auc': 0.93, 'time': 6.37}"
20,2,4,"{'epoch': 0, 'train_loss': 0.85, 'test_loss': 0.65, 'precision': 0.54, 'recall': 0.9, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [[436, 1268, 655], [1226, 501]], 'best_f1': 0.68, 'best_auc': 0.93, 'time': 6.37}"
20,2,4,"{'epoch': 0, 'train_loss': 0.85, 'test_loss': 0.65, 'precision': 0.54, 'recall': 0.9, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [[436, 1268, 655], [1226, 501]], 'best_f1': 0.68, 'best_auc': 0.93, 'time': 6.37}"
20,2,3,"{'epoch': 0, 'train_loss': 0.8, 'test_loss': 0.7, 'precision': 0.45, 'recall': 0.9, 'accuracy': 0.76, 'learning_rate': 0.0, 'branches': [[1192, 698, 1277], [1248, 814]], 'best_f1': 0.6, 'best_auc': 0.9, 'time': 6.96}"
20,3,5,"{'epoch': 0, 'train_loss': 0.63, 'test_loss': 0.87, 'precision': 0.43, 'recall': 1.0, 'accuracy': 0.75, 'learning_rate': 0.0, 'branches': [[111, 311, 723, 1463], [382, 1446, 1015], [1402, 1087]], 'best_f1': 0.6, 'best_auc': 0.95, 'time': 13.38}"
20,3,4,"{'epoch': 0, 'train_loss': 0.85, 'test_loss': 0.65, 'precision': 0.54, 'recall': 0.9, 'accuracy': 0.82, 'learning_rate': 0.0, 'branches': [[436, 1268, 655], [1226, 501]], 'best_f1': 0.68, 'best_auc': 0.93, 'time': 6.37}"
20,3,0,"{'epoch': 0, 'train_loss': 0.86, 'test_loss': 0.99, 'precision': 0.3, 'recall': 0.98, 'accuracy': 0.55, 'learning_rate': 0.0, 'branches': [[1035, 698, 1277]], 'best_f1': 0.45, 'best_auc': 0.91, 'time': 4.68}"
20,3,0,"{'epoch': 0, 'train_loss': 0.86, 'test_loss': 0.99, 'precision': 0.3, 'recall': 0.98, 'accuracy': 0.55, 'learning_rate': 0.0, 'branches': [[1035, 698, 1277]], 'best_f1': 0.45, 'best_auc': 0.91, 'time': 4.68}"
20,3,0,"{'epoch': 0, 'train_loss': 0.86, 'test_loss': 0.99, 'precision': 0.3, 'recall': 0.98, 'accuracy': 0.55, 'learning_rate': 0.0, 'branches': [[1035, 698, 1277]], 'best_f1': 0.45, 'best_auc': 0.91, 'time': 4.68}"
20,3,3,"{'epoch': 0, 'train_loss': 0.8, 'test_loss': 0.7, 'precision': 0.45, 'recall': 0.9, 'accuracy': 0.76, 'learning_rate': 0.0, 'branches': [[1192, 698, 1277], [1248, 814]], 'best_f1': 0.6, 'best_auc': 0.9, 'time': 6.96}"
21,0,3,"{'epoch': 0, 'train_loss': 1.04, 'test_loss': 0.98, 'precision': 0.14, 'recall': 0.79, 'accuracy': 0.67, 'learning_rate': 0.0, 'branches': [[95, 150, 701, 252], [132, 1306, 35]], 'best_f1': 0.24, 'best_auc': 0.83, 'time': 6.54}"
21,0,4,"{'epoch': 0, 'train_loss': 1.03, 'test_loss': 0.82, 'precision': 0.21, 'recall': 0.82, 'accuracy': 0.79, 'learning_rate': 0.0, 'branches': [[766, 1245, 810, 1364]], 'best_f1': 0.33, 'best_auc': 0.88, 'time': 7.39}"
21,0,5,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 0.93, 'precision': 0.18, 'recall': 0.81, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[1258, 922, 373, 1401], [1145, 448]], 'best_f1': 0.29, 'best_auc': 0.85, 'time': 7.19}"
21,0,6,"{'epoch': 0, 'train_loss': 1.04, 'test_loss': 1.07, 'precision': 0.2, 'recall': 0.77, 'accuracy': 0.76, 'learning_rate': 0.0, 'branches': [[703, 1072, 1152], [732, 797, 368, 739], [488, 618]], 'best_f1': 0.31, 'best_auc': 0.84, 'time': 11.45}"
21,0,7,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 1.03, 'precision': 0.2, 'recall': 0.73, 'accuracy': 0.79, 'learning_rate': 0.0, 'branches': [[858, 811, 10]], 'best_f1': 0.31, 'best_auc': 0.83, 'time': 2.71}"
21,0,8,"{'epoch': 0, 'train_loss': 1.03, 'test_loss': 1.35, 'precision': 0.17, 'recall': 0.66, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[739, 1112, 582, 1124], [1406, 475, 704, 851], [1334, 1492]], 'best_f1': 0.27, 'best_auc': 0.8, 'time': 14.55}"
21,1,2,"{'epoch': 0, 'train_loss': 1.03, 'test_loss': 0.94, 'precision': 0.18, 'recall': 0.84, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[739, 1112, 582, 1124]], 'best_f1': 0.29, 'best_auc': 0.87, 'time': 6.23}"
21,1,6,"{'epoch': 0, 'train_loss': 1.04, 'test_loss': 1.07, 'precision': 0.2, 'recall': 0.77, 'accuracy': 0.76, 'learning_rate': 0.0, 'branches': [[703, 1072, 1152], [732, 797, 368, 739], [488, 618]], 'best_f1': 0.31, 'best_auc': 0.84, 'time': 11.45}"
21,1,3,"{'epoch': 0, 'train_loss': 1.04, 'test_loss': 0.98, 'precision': 0.14, 'recall': 0.79, 'accuracy': 0.67, 'learning_rate': 0.0, 'branches': [[95, 150, 701, 252], [132, 1306, 35]], 'best_f1': 0.24, 'best_auc': 0.83, 'time': 6.54}"
21,1,7,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 1.03, 'precision': 0.2, 'recall': 0.73, 'accuracy': 0.79, 'learning_rate': 0.0, 'branches': [[858, 811, 10]], 'best_f1': 0.31, 'best_auc': 0.83, 'time': 2.71}"
21,1,0,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 0.96, 'precision': 0.18, 'recall': 0.79, 'accuracy': 0.73, 'learning_rate': 0.0, 'branches': [[703, 1072, 1152], [732, 797, 368, 739], [1258, 922, 373, 1401]], 'best_f1': 0.29, 'best_auc': 0.84, 'time': 15.18}"
21,1,0,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 0.96, 'precision': 0.18, 'recall': 0.79, 'accuracy': 0.73, 'learning_rate': 0.0, 'branches': [[703, 1072, 1152], [732, 797, 368, 739], [1258, 922, 373, 1401]], 'best_f1': 0.29, 'best_auc': 0.84, 'time': 15.18}"
21,2,2,"{'epoch': 0, 'train_loss': 1.03, 'test_loss': 0.94, 'precision': 0.18, 'recall': 0.84, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[739, 1112, 582, 1124]], 'best_f1': 0.29, 'best_auc': 0.87, 'time': 6.23}"
21,2,2,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 0.92, 'precision': 0.17, 'recall': 0.84, 'accuracy': 0.72, 'learning_rate': 0.0, 'branches': [[1012, 811, 10]], 'best_f1': 0.28, 'best_auc': 0.87, 'time': 2.67}"
21,2,0,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 0.96, 'precision': 0.18, 'recall': 0.79, 'accuracy': 0.73, 'learning_rate': 0.0, 'branches': [[703, 1072, 1152], [732, 797, 368, 739], [1258, 922, 373, 1401]], 'best_f1': 0.29, 'best_auc': 0.84, 'time': 15.18}"
21,2,6,"{'epoch': 0, 'train_loss': 1.04, 'test_loss': 1.07, 'precision': 0.2, 'recall': 0.77, 'accuracy': 0.76, 'learning_rate': 0.0, 'branches': [[703, 1072, 1152], [732, 797, 368, 739], [488, 618]], 'best_f1': 0.31, 'best_auc': 0.84, 'time': 11.45}"
21,2,0,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 0.96, 'precision': 0.18, 'recall': 0.79, 'accuracy': 0.73, 'learning_rate': 0.0, 'branches': [[703, 1072, 1152], [732, 797, 368, 739], [1258, 922, 373, 1401]], 'best_f1': 0.29, 'best_auc': 0.84, 'time': 15.18}"
21,2,2,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 0.92, 'precision': 0.17, 'recall': 0.84, 'accuracy': 0.72, 'learning_rate': 0.0, 'branches': [[1012, 811, 10]], 'best_f1': 0.28, 'best_auc': 0.87, 'time': 2.67}"
21,3,2,"{'epoch': 0, 'train_loss': 1.03, 'test_loss': 0.94, 'precision': 0.18, 'recall': 0.84, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[739, 1112, 582, 1124]], 'best_f1': 0.29, 'best_auc': 0.87, 'time': 6.23}"
21,3,2,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 0.92, 'precision': 0.17, 'recall': 0.84, 'accuracy': 0.72, 'learning_rate': 0.0, 'branches': [[1012, 811, 10]], 'best_f1': 0.28, 'best_auc': 0.87, 'time': 2.67}"
21,3,2,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 0.92, 'precision': 0.17, 'recall': 0.84, 'accuracy': 0.72, 'learning_rate': 0.0, 'branches': [[1012, 811, 10]], 'best_f1': 0.28, 'best_auc': 0.87, 'time': 2.67}"
21,3,0,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 0.96, 'precision': 0.18, 'recall': 0.79, 'accuracy': 0.73, 'learning_rate': 0.0, 'branches': [[703, 1072, 1152], [732, 797, 368, 739], [1258, 922, 373, 1401]], 'best_f1': 0.29, 'best_auc': 0.84, 'time': 15.18}"
21,3,2,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 0.92, 'precision': 0.17, 'recall': 0.84, 'accuracy': 0.72, 'learning_rate': 0.0, 'branches': [[1012, 811, 10]], 'best_f1': 0.28, 'best_auc': 0.87, 'time': 2.67}"
21,3,2,"{'epoch': 0, 'train_loss': 1.07, 'test_loss': 0.92, 'precision': 0.17, 'recall': 0.84, 'accuracy': 0.72, 'learning_rate': 0.0, 'branches': [[1012, 811, 10]], 'best_f1': 0.28, 'best_auc': 0.87, 'time': 2.67}"
22,0,3,"{'epoch': 0, 'train_loss': 0.58, 'test_loss': 0.69, 'precision': 0.81, 'recall': 0.57, 'accuracy': 0.76, 'learning_rate': 0.0, 'branches': [[594, 1244, 1034]], 'best_f1': 0.67, 'best_auc': 0.82, 'time': 6.37}"
22,0,4,"{'epoch': 0, 'train_loss': 0.59, 'test_loss': 0.73, 'precision': 0.71, 'recall': 0.86, 'accuracy': 0.79, 'learning_rate': 0.0, 'branches': [[70, 915], [827, 886]], 'best_f1': 0.78, 'best_auc': 0.86, 'time': 5.55}"
22,0,5,"{'epoch': 0, 'train_loss': 0.64, 'test_loss': 0.89, 'precision': 0.93, 'recall': 0.22, 'accuracy': 0.65, 'learning_rate': 0.0, 'branches': [[1032, 924, 711]], 'best_f1': 0.36, 'best_auc': 0.81, 'time': 4.51}"
22,0,6,"{'epoch': 0, 'train_loss': 0.67, 'test_loss': 0.61, 'precision': 0.79, 'recall': 0.65, 'accuracy': 0.76, 'learning_rate': 0.0, 'branches': [[1474, 16]], 'best_f1': 0.71, 'best_auc': 0.84, 'time': 0.92}"
22,0,7,"{'epoch': 0, 'train_loss': 0.65, 'test_loss': 0.66, 'precision': 0.68, 'recall': 0.82, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[1089, 1383, 968], [622, 913, 268, 666]], 'best_f1': 0.74, 'best_auc': 0.83, 'time': 10.47}"
22,0,8,"{'epoch': 0, 'train_loss': 0.62, 'test_loss': 0.63, 'precision': 0.84, 'recall': 0.58, 'accuracy': 0.77, 'learning_rate': 0.0, 'branches': [[1162, 349, 608], [720, 1279, 1413], [1412, 1077, 135, 353]], 'best_f1': 0.69, 'best_auc': 0.84, 'time': 13.17}"
22,1,3,"{'epoch': 0, 'train_loss': 0.58, 'test_loss': 0.69, 'precision': 0.81, 'recall': 0.57, 'accuracy': 0.76, 'learning_rate': 0.0, 'branches': [[594, 1244, 1034]], 'best_f1': 0.67, 'best_auc': 0.82, 'time': 6.37}"
22,1,1,"{'epoch': 0, 'train_loss': 0.63, 'test_loss': 0.49, 'precision': 0.92, 'recall': 0.64, 'accuracy': 0.84, 'learning_rate': 0.0, 'branches': [[70, 915], [1474, 16]], 'best_f1': 0.76, 'best_auc': 0.91, 'time': 3.3}"
22,1,0,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.67, 'precision': 0.74, 'recall': 0.62, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[1474, 16]], 'best_f1': 0.67, 'best_auc': 0.81, 'time': 0.85}"
22,1,8,"{'epoch': 0, 'train_loss': 0.62, 'test_loss': 0.63, 'precision': 0.84, 'recall': 0.58, 'accuracy': 0.77, 'learning_rate': 0.0, 'branches': [[1162, 349, 608], [720, 1279, 1413], [1412, 1077, 135, 353]], 'best_f1': 0.69, 'best_auc': 0.84, 'time': 13.17}"
22,1,0,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.67, 'precision': 0.74, 'recall': 0.62, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[1474, 16]], 'best_f1': 0.67, 'best_auc': 0.81, 'time': 0.85}"
22,1,0,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.67, 'precision': 0.74, 'recall': 0.62, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[1474, 16]], 'best_f1': 0.67, 'best_auc': 0.81, 'time': 0.85}"
22,2,3,"{'epoch': 0, 'train_loss': 0.58, 'test_loss': 0.69, 'precision': 0.81, 'recall': 0.57, 'accuracy': 0.76, 'learning_rate': 0.0, 'branches': [[594, 1244, 1034]], 'best_f1': 0.67, 'best_auc': 0.82, 'time': 6.37}"
22,2,0,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.67, 'precision': 0.74, 'recall': 0.62, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[1474, 16]], 'best_f1': 0.67, 'best_auc': 0.81, 'time': 0.85}"
22,2,0,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.67, 'precision': 0.74, 'recall': 0.62, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[1474, 16]], 'best_f1': 0.67, 'best_auc': 0.81, 'time': 0.85}"
22,2,0,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.67, 'precision': 0.74, 'recall': 0.62, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[1474, 16]], 'best_f1': 0.67, 'best_auc': 0.81, 'time': 0.85}"
22,2,0,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.67, 'precision': 0.74, 'recall': 0.62, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[1474, 16]], 'best_f1': 0.67, 'best_auc': 0.81, 'time': 0.85}"
22,2,1,"{'epoch': 0, 'train_loss': 0.64, 'test_loss': 0.76, 'precision': 0.82, 'recall': 0.65, 'accuracy': 0.78, 'learning_rate': 0.0, 'branches': [[70, 915], [1474, 16]], 'best_f1': 0.73, 'best_auc': 0.83, 'time': 3.25}"
22,3,3,"{'epoch': 0, 'train_loss': 0.58, 'test_loss': 0.69, 'precision': 0.81, 'recall': 0.57, 'accuracy': 0.76, 'learning_rate': 0.0, 'branches': [[594, 1244, 1034]], 'best_f1': 0.67, 'best_auc': 0.82, 'time': 6.37}"
22,3,2,"{'epoch': 0, 'train_loss': 0.66, 'test_loss': 0.75, 'precision': 0.86, 'recall': 0.35, 'accuracy': 0.69, 'learning_rate': 0.0, 'branches': [[1474, 16]], 'best_f1': 0.5, 'best_auc': 0.84, 'time': 0.87}"
22,3,0,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.67, 'precision': 0.74, 'recall': 0.62, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[1474, 16]], 'best_f1': 0.67, 'best_auc': 0.81, 'time': 0.85}"
22,3,0,"{'epoch': 0, 'train_loss': 0.71, 'test_loss': 0.67, 'precision': 0.74, 'recall': 0.62, 'accuracy': 0.74, 'learning_rate': 0.0, 'branches': [[1474, 16]], 'best_f1': 0.67, 'best_auc': 0.81, 'time': 0.85}"
